"variable","Freq","Mean_imp","Median_imp","se","MP_ID","gtdb_sp_name","ncbi_sp_name","dataset","Time"
"Selenomonas.sp..oral.taxon.149_Day.1",0.01,0.0369600793650793,0.0369600793650793,NA,NA,NA,NA,"Mic_Species","Day 1"
"Streptococcus.anginosus_Day.1",0.07,0.0194288321995465,0.0174190476190477,0.0038553358089594,NA,NA,NA,"Mic_Species","Day 1"
"Streptococcus.infantis_Day.1",0.02,0.0194992460317461,0.0194992460317461,0.00781250000000001,NA,NA,NA,"Mic_Species","Day 1"
"Streptococcus.mitis_Day.1",0.01,0.0162077777777778,0.0162077777777778,NA,NA,NA,NA,"Mic_Species","Day 1"
"Streptococcus.sp..263_SSPC_Day.1",0.02,0.0118925793650794,0.0118925793650794,0.00350154761904763,NA,NA,NA,"Mic_Species","Day 1"
"Streptococcus.sp..MP259E10_Day.1",0.01,0.0152043650793651,0.0152043650793651,NA,"MP259E10","Streptococcus parasanguinis_D","Streptococcus parasanguinis_MP259E10","Mic_Species","Day 1"
"Streptomyces.californicus_Day.1",0.03,0.0228281481481482,0.0232829365079365,0.00233399905484161,NA,NA,NA,"Mic_Species","Day 1"
"Sutterella.wadsworthensis_Day.1",0.05,0.0468092857142856,0.0358683333333333,0.0119165934780165,NA,NA,NA,"Mic_Species","Day 1"
"Veillonella.atypica_Day.1",0.01,0.0622077777777775,0.0622077777777775,NA,NA,NA,NA,"Mic_Species","Day 1"
"Veillonella.parvula_Day.1",0.01,0.0621821428571426,0.0621821428571426,NA,NA,NA,NA,"Mic_Species","Day 1"
"Veillonella.sp..MP19D1_02.09_Day.1",0.19,0.0378371094402673,0.0345022222222222,0.00276466976160265,"MP19D1_02.09","Veillonella dispar_A","Veillonella dispar_MP19D1_02.09","Mic_Species","Day 1"
"X.Clostridium..aldenense_Day.1",0.16,0.0167565873015873,0.0164778571428572,0.00180173700216269,NA,NA,NA,"Mic_Species","Day 1"
"n_pretreatment_events",0.34,0.0405322897037602,0.0333936507936508,0.00462140215925522,NA,NA,NA,"Mic_Species","Day 1"
"n_washout_days",0.02,0.0512193253968253,0.0512193253968253,0.020379484126984,NA,NA,NA,"Mic_Species","Day 1"
"total.recurrences",0.01,0.0287393650793651,0.0287393650793651,NA,NA,NA,NA,"Mic_Species","Day 1"
"total_abx_days_prescreen",0.31,0.0550499925522505,0.0487032539682538,0.00489203398972556,NA,NA,NA,"Mic_Species","Day 1"
"Abx.group",0.03,0.0521781746031744,0.0452703174603175,0.0305293731956796,NA,NA,NA,"Vancomycin","Day 7"
"Age",0.23,0.0611640303657694,0.0543182539682539,0.00899723310687067,NA,NA,NA,"Vancomycin","Day 7"
"BMI",0.12,0.0596555814093314,0.0358930158730158,0.0135152040652892,NA,NA,NA,"Vancomycin","Day 7"
"Vancomycin_Day.7",0.06,0.0732608465608463,0.0727838492063489,0.0123662866919237,NA,NA,NA,"Vancomycin","Day 7"
"abx_screen_status",0.03,0.0111974338624339,0.0128154761904762,0.00361669067765353,NA,NA,NA,"Vancomycin","Day 7"
"n_pretreatment_events",0.26,0.0666216636141636,0.0498865079365079,0.0101318057264887,NA,NA,NA,"Vancomycin","Day 7"
"n_washout_days",0.02,0.0988875396825393,0.0988875396825393,0.0186065873015873,NA,NA,NA,"Vancomycin","Day 7"
"total.recurrences",0.05,0.0820700158730159,0.0669243650793648,0.0341376840558463,NA,NA,NA,"Vancomycin","Day 7"
"total_abx_days_prescreen",0.31,0.105702068379649,0.0951232539682534,0.0121503879895608,NA,NA,NA,"Vancomycin","Day 7"
"treat.day.len.abx",0.01,0.208415317460319,0.208415317460319,NA,NA,NA,NA,"Vancomycin","Day 7"
"Abx.group",0.05,0.0193368571428572,0.0217076984126985,0.00610003459752114,NA,NA,NA,"SCFA","Day 7"
"Acetic.acid_Day.7",0.02,0.0450838095238094,0.0450838095238094,0.00534285714285709,NA,NA,NA,"SCFA","Day 7"
"Age",0.23,0.0712697342995169,0.0649429365079364,0.0110523485865988,NA,NA,NA,"SCFA","Day 7"
"BMI",0.01,0.108033571428571,0.108033571428571,NA,NA,NA,NA,"SCFA","Day 7"
"Butyric.acid_Day.7",0.01,0.0274972222222222,0.0274972222222222,NA,NA,NA,NA,"SCFA","Day 7"
"Hexanoic.acid_Day.7",0.32,0.0791058482142859,0.0564190079365079,0.0125083257469556,NA,NA,NA,"SCFA","Day 7"
"Isobutyric.acid_Day.7",0.64,0.077350374503968,0.0715764285714284,0.00471267299638842,NA,NA,NA,"SCFA","Day 7"
"Isovaleric.acid_Day.7",0.27,0.044422933568489,0.0427222222222222,0.00360552750293185,NA,NA,NA,"SCFA","Day 7"
"Valeric.acid_Day.7",0.02,0.0567573809523806,0.0567573809523806,0.0362563492063488,NA,NA,NA,"SCFA","Day 7"
"X2.Methylbutyric.acid_Day.7",0.41,0.058265725900116,0.0574103968253967,0.00406819150889991,NA,NA,NA,"SCFA","Day 7"
"n_pretreatment_events",0.09,0.0309452028218695,0.0179440476190476,0.0119641785670157,NA,NA,NA,"SCFA","Day 7"
"total.recurrences",0.03,0.0385721164021164,0.0381792063492063,0.008400132168404,NA,NA,NA,"SCFA","Day 7"
"total_abx_days_prescreen",0.1,0.0614502539682538,0.0537905158730157,0.00706440482774198,NA,NA,NA,"SCFA","Day 7"
"Abx.group",0.01,0.0585057936507934,0.0585057936507934,NA,NA,NA,NA,"BA","Day 7"
"Age",0.14,0.0668490249433105,0.0558373015873014,0.0123720194669528,NA,NA,NA,"BA","Day 7"
"Alloiso_Isolithocholic.Acid_Day.7",0.01,0.0203842063492064,0.0203842063492064,NA,NA,NA,NA,"BA","Day 7"
"BMI",0.05,0.0383930793650793,0.0347107142857143,0.00981126112692601,NA,NA,NA,"BA","Day 7"
"Chenodeoxycholic.Acid_Day.7",0.01,0.0154480952380952,0.0154480952380952,NA,NA,NA,NA,"BA","Day 7"
"Cholic.Acid_Day.7",0.01,0.0602212698412697,0.0602212698412697,NA,NA,NA,NA,"BA","Day 7"
"Dehydrolithocholic.Acid_Day.7",0.01,0.0730173015873011,0.0730173015873011,NA,NA,NA,NA,"BA","Day 7"
"Glycochenodeoxycholic.Acid_Day.7",0.02,0.0219054761904762,0.0219054761904762,0.00316801587301588,NA,NA,NA,"BA","Day 7"
"Glycocholic.Acid_Day.7",0.07,0.0366690806019377,0.0296511904761905,0.0074066980396463,NA,NA,NA,"BA","Day 7"
"Glycodeoxycholic.Acid_Day.7",0.01,0.0865318253968249,0.0865318253968249,NA,NA,NA,NA,"BA","Day 7"
"Glycoursodeoxycholic.Acid_Day.7",0.03,0.0299580952380953,0.0251688888888889,0.00778030728600641,NA,NA,NA,"BA","Day 7"
"Lithocholic.Acid_Day.7",0.04,0.0265986111111111,0.020798134920635,0.00771095509393447,NA,NA,NA,"BA","Day 7"
"Taurochenodeoxycholic.Acid_Day.7",0.35,0.0444474514533085,0.041697380952381,0.00349708209418219,NA,NA,NA,"BA","Day 7"
"Taurocholic.Acid_Day.7",0.14,0.0412406802721088,0.0374594047619047,0.00562171277138081,NA,NA,NA,"BA","Day 7"
"Tauroursodeoxycholic.Acid_Day.7",0.36,0.0480336992945325,0.0448903174603174,0.00472431354479467,NA,NA,NA,"BA","Day 7"
"Ursodeoxycholic.Acid_Day.7",0.44,0.0681883946608945,0.0596838095238093,0.00512236943920551,NA,NA,NA,"BA","Day 7"
"abx_screen_status",0.02,0.00552079365079365,0.00552079365079365,0.00355793650793651,NA,NA,NA,"BA","Day 7"
"n_pretreatment_events",0.1,0.0380593015873016,0.0217404365079365,0.014340982835223,NA,NA,NA,"BA","Day 7"
"n_washout_days",0.02,0.0198717063492064,0.0198717063492064,0.00394892857142859,NA,NA,NA,"BA","Day 7"
"total.recurrences",0.14,0.0484135600907029,0.0500507142857142,0.00857954016041959,NA,NA,NA,"BA","Day 7"
"total_abx_days_prescreen",0.3,0.0522807436267435,0.0464171428571428,0.00507589444261269,NA,NA,NA,"BA","Day 7"
"Abx.group",0.01,0.0214633333333334,0.0214633333333334,NA,NA,NA,NA,"Mic_Class","Day 7"
"Actinobacteria_Day.7",0.04,0.053645357142857,0.0511080952380951,0.00463032649042957,NA,NA,NA,"Mic_Class","Day 7"
"Age",0.23,0.0610272532781226,0.0608934126984125,0.0054905002907478,NA,NA,NA,"Mic_Class","Day 7"
"BMI",0.07,0.0690421428571427,0.0654297619047615,0.0171179458796734,NA,NA,NA,"Mic_Class","Day 7"
"Bacilli_Day.7",0.05,0.0646475714285712,0.0537933333333332,0.0120019203641463,NA,NA,NA,"Mic_Class","Day 7"
"Bacteroidia_Day.7",0.1,0.0552921825396824,0.0537564682539681,0.00664456229410901,NA,NA,NA,"Mic_Class","Day 7"
"Betaproteobacteria_Day.7",0.04,0.0458967460317459,0.042388492063492,0.00654616479449058,NA,NA,NA,"Mic_Class","Day 7"
"Clostridia_Day.7",0.03,0.0877178571428572,0.0864609523809519,0.0397905139166527,NA,NA,NA,"Mic_Class","Day 7"
"Deltaproteobacteria_Day.7",0.1,0.0525338333333333,0.0345601587301587,0.0148813998676424,NA,NA,NA,"Mic_Class","Day 7"
"Epsilonproteobacteria_Day.7",0.16,0.0571916865079363,0.0572371825396824,0.00672664837859146,NA,NA,NA,"Mic_Class","Day 7"
"Erysipelotrichia_Day.7",0.02,0.0517548412698411,0.0517548412698411,0.0116907936507936,NA,NA,NA,"Mic_Class","Day 7"
"Fusobacteriia_Day.7",0.16,0.0633039285714284,0.0623530952380951,0.00695581611832088,NA,NA,NA,"Mic_Class","Day 7"
"Gammaproteobacteria_Day.7",0.01,0.0359361904761904,0.0359361904761904,NA,NA,NA,NA,"Mic_Class","Day 7"
"Negativicutes_Day.7",0.04,0.0761097420634921,0.062808968253968,0.0247614385291667,NA,NA,NA,"Mic_Class","Day 7"
"Saccharomycetes_Day.7",0.07,0.041492290249433,0.028517380952381,0.00872063709175572,NA,NA,NA,"Mic_Class","Day 7"
"n_pretreatment_events",0.11,0.0547903607503609,0.0353145238095238,0.0183585724913856,NA,NA,NA,"Mic_Class","Day 7"
"n_washout_days",0.02,0.0147838888888889,0.0147838888888889,0.00292944444444446,NA,NA,NA,"Mic_Class","Day 7"
"total.recurrences",0.13,0.0419432844932844,0.0404689682539682,0.00491202378685323,NA,NA,NA,"Mic_Class","Day 7"
"total_abx_days_prescreen",0.16,0.063449181547619,0.0564336904761903,0.00861351704258324,NA,NA,NA,"Mic_Class","Day 7"
"uncl_Class_of_Firmicutes_Day.7",0.06,0.0323626058201058,0.0350112301587301,0.0056620952963513,NA,NA,NA,"Mic_Class","Day 7"
"Abx.group",0.01,0.0551142857142856,0.0551142857142856,NA,NA,NA,NA,"Mic_Order","Day 7"
"Acidaminococcales_Day.7",0.03,0.0258933597883598,0.0228796825396826,0.00687311164601045,NA,NA,NA,"Mic_Order","Day 7"
"Age",0.15,0.0646500476190474,0.0576299206349204,0.00929206839496012,NA,NA,NA,"Mic_Order","Day 7"
"BMI",0.02,0.0462213888888888,0.0462213888888888,0.000280357142857089,NA,NA,NA,"Mic_Order","Day 7"
"Bacteroidales_Day.7",0.09,0.0502747971781303,0.0431249206349206,0.0103127365277733,NA,NA,NA,"Mic_Order","Day 7"
"Bifidobacteriales_Day.7",0.03,0.0422382275132275,0.0447219047619048,0.00793776979047144,NA,NA,NA,"Mic_Order","Day 7"
"Burkholderiales_Day.7",0.01,0.0154226190476191,0.0154226190476191,NA,NA,NA,NA,"Mic_Order","Day 7"
"Campylobacterales_Day.7",0.17,0.0554511484593836,0.0493334126984127,0.00837780345765314,NA,NA,NA,"Mic_Order","Day 7"
"Clostridiales_Day.7",0.06,0.0482640476190475,0.0415056349206348,0.0124370455750657,NA,NA,NA,"Mic_Order","Day 7"
"Desulfovibrionales_Day.7",0.09,0.041019074074074,0.041378492063492,0.0112668682408688,NA,NA,NA,"Mic_Order","Day 7"
"Enterobacterales_Day.7",0.01,0.0401726984126983,0.0401726984126983,NA,NA,NA,NA,"Mic_Order","Day 7"
"Erysipelotrichales_Day.7",0.01,0.0443993650793649,0.0443993650793649,NA,NA,NA,NA,"Mic_Order","Day 7"
"Fusobacteriales_Day.7",0.14,0.0662679813440526,0.0594671392496391,0.00911070159814558,NA,NA,NA,"Mic_Order","Day 7"
"Lactobacillales_Day.7",0.07,0.0426485147392289,0.0442122222222222,0.00761959054183549,NA,NA,NA,"Mic_Order","Day 7"
"Methanobacteriales_Day.7",0.01,0.00136857142857143,0.00136857142857143,NA,NA,NA,NA,"Mic_Order","Day 7"
"Pasteurellales_Day.7",0.01,0.00889642857142857,0.00889642857142857,NA,NA,NA,NA,"Mic_Order","Day 7"
"Propionibacteriales_Day.7",0.08,0.01277125,0.00972238095238096,0.00409007764236403,NA,NA,NA,"Mic_Order","Day 7"
"Pseudomonadales_Day.7",0.04,0.00258327380952381,0.00231202380952381,0.000433826853266243,NA,NA,NA,"Mic_Order","Day 7"
"Saccharomycetales_Day.7",0.04,0.0391281547619047,0.0384032936507936,0.0097855593487036,NA,NA,NA,"Mic_Order","Day 7"
"Streptomycetales_Day.7",0.03,0.043444417989418,0.0453473015873016,0.00737375852450577,NA,NA,NA,"Mic_Order","Day 7"
"Veillonellales_Day.7",0.03,0.0682314285714284,0.0596061111111109,0.0267750389897395,NA,NA,NA,"Mic_Order","Day 7"
"n_pretreatment_events",0.13,0.0492524297924299,0.034067619047619,0.0152620669238699,NA,NA,NA,"Mic_Order","Day 7"
"n_washout_days",0.02,0.0517590873015871,0.0517590873015871,0.00826551587301577,NA,NA,NA,"Mic_Order","Day 7"
"total.recurrences",0.12,0.0695352711640211,0.0493738888888888,0.0128707627229526,NA,NA,NA,"Mic_Order","Day 7"
"total_abx_days_prescreen",0.19,0.0524135547201336,0.0513395238095238,0.0077774121516219,NA,NA,NA,"Mic_Order","Day 7"
"uncl_Order_of_Firmicutes_Day.7",0.04,0.0405797023809522,0.0384475793650793,0.0134852023710562,NA,NA,NA,"Mic_Order","Day 7"
"Abx.group",0.01,0.017258253968254,0.017258253968254,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Actinobaculum_Day.7",0.01,0.00176349206349206,0.00176349206349206,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Age",0.2,0.0587617658730158,0.0511075793650793,0.00734111179770925,NA,NA,NA,"Mic_Genus","Day 7"
"Anaeroglobus_Day.7",0.07,0.0173304535147392,0.0162212698412699,0.00330967345874098,NA,NA,NA,"Mic_Genus","Day 7"
"BMI",0.08,0.0380480158730158,0.0377674603174603,0.0027703450042727,NA,NA,NA,"Mic_Genus","Day 7"
"Bacillus_Day.7",0.06,0.0100523941798942,0.00951392857142858,0.0014506329107313,NA,NA,NA,"Mic_Genus","Day 7"
"Bifidobacterium_Day.7",0.17,0.0501038235294116,0.0457596825396825,0.00570000483734234,NA,NA,NA,"Mic_Genus","Day 7"
"Bilophila_Day.7",0.06,0.0257648148148148,0.0231989285714286,0.00471565246629365,NA,NA,NA,"Mic_Genus","Day 7"
"Blautia_Day.7",0.05,0.0401453174603174,0.0368946031746031,0.00801611146675033,NA,NA,NA,"Mic_Genus","Day 7"
"Campylobacter_Day.7",0.18,0.0449972310405643,0.0304192460317461,0.00817640654121732,NA,NA,NA,"Mic_Genus","Day 7"
"Cellulosilyticum_Day.7",0.02,0.0088579761904762,0.0088579761904762,0.00291059523809525,NA,NA,NA,"Mic_Genus","Day 7"
"Citrobacter_Day.7",0.08,0.0420691964285713,0.0413261904761904,0.00659600214441266,NA,NA,NA,"Mic_Genus","Day 7"
"Coprobacillus_Day.7",0.01,0.0225761904761905,0.0225761904761905,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Coprococcus_Day.7",0.01,0.0317356349206349,0.0317356349206349,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Desulfovibrio_Day.7",0.17,0.0186869000933707,0.0141355555555556,0.00373775826753518,NA,NA,NA,"Mic_Genus","Day 7"
"Dialister_Day.7",0.08,0.0351201984126984,0.0248103968253968,0.00690589273116406,NA,NA,NA,"Mic_Genus","Day 7"
"Enterococcus_Day.7",0.01,0.0103675396825397,0.0103675396825397,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Erysipelatoclostridium_Day.7",0.01,0.0411871428571428,0.0411871428571428,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Escherichia_Day.7",0.17,0.0442074276377217,0.0361034126984127,0.00652173333848571,NA,NA,NA,"Mic_Genus","Day 7"
"Flavonifractor_Day.7",0.02,0.0227071825396826,0.0227071825396826,0.00106329365079364,NA,NA,NA,"Mic_Genus","Day 7"
"Fusobacterium_Day.7",0.13,0.0588508180708179,0.0615740476190474,0.00952041214473219,NA,NA,NA,"Mic_Genus","Day 7"
"Hungatella_Day.7",0.03,0.020725343915344,0.0229651587301588,0.00251937028649851,NA,NA,NA,"Mic_Genus","Day 7"
"Intestinibacter_Day.7",0.01,0.034005238095238,0.034005238095238,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Klebsiella_Day.7",0.01,0.0717702380952379,0.0717702380952379,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Kluyvera_Day.7",0.02,0.0374803571428571,0.0374803571428571,0.000613214285714269,NA,NA,NA,"Mic_Genus","Day 7"
"Lachnoclostridium_Day.7",0.02,0.0366560317460317,0.0366560317460317,0.00264952380952378,NA,NA,NA,"Mic_Genus","Day 7"
"Massiliomicrobiota_Day.7",0.01,0.0126928571428572,0.0126928571428572,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Megasphaera_Day.7",0.01,0.0349566666666666,0.0349566666666666,NA,NA,NA,NA,"Mic_Genus","Day 7"
"N_sum_det",0.03,0.044146058201058,0.0393640476190476,0.0155325241073281,NA,NA,NA,"Mic_Genus","Day 7"
"Parabacteroides_Day.7",0.03,0.0193969576719577,0.0154292063492064,0.00417862302945606,NA,NA,NA,"Mic_Genus","Day 7"
"Phascolarctobacterium_Day.7",0.01,0.00520833333333333,0.00520833333333333,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Prevotella_Day.7",0.08,0.0327161607142856,0.0190618650793651,0.0119370098220525,NA,NA,NA,"Mic_Genus","Day 7"
"Propionibacterium_Day.7",0.01,0.0429899999999999,0.0429899999999999,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Providencia_Day.7",0.02,0.0209182142857143,0.0209182142857143,0.00926345238095237,NA,NA,NA,"Mic_Genus","Day 7"
"Pseudomonas_Day.7",0.03,0.00506309523809524,0.00464095238095238,0.00251861532357527,NA,NA,NA,"Mic_Genus","Day 7"
"Raoultella_Day.7",0.05,0.0254573968253968,0.0278770634920635,0.00262376468424509,NA,NA,NA,"Mic_Genus","Day 7"
"Romboutsia_Day.7",0.04,0.0206340476190476,0.0214461904761905,0.00297195707292813,NA,NA,NA,"Mic_Genus","Day 7"
"Ruminococcus_Day.7",0.01,0.0108338095238095,0.0108338095238095,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Saccharomyces_Day.7",0.02,0.0288110714285714,0.0288110714285714,0.017823373015873,NA,NA,NA,"Mic_Genus","Day 7"
"Shigella_Day.7",0.02,0.0261139682539682,0.0261139682539682,0.0193327777777777,NA,NA,NA,"Mic_Genus","Day 7"
"Streptococcus_Day.7",0.03,0.0310255026455026,0.0293687301587302,0.00742562073858806,NA,NA,NA,"Mic_Genus","Day 7"
"Streptomyces_Day.7",0.05,0.0551322222222221,0.049324365079365,0.0163227372829062,NA,NA,NA,"Mic_Genus","Day 7"
"Subdoligranulum_Day.7",0.04,0.0162157936507936,0.0124710714285714,0.00520938906317051,NA,NA,NA,"Mic_Genus","Day 7"
"Sutterella_Day.7",0.07,0.0392697052154194,0.028822380952381,0.00884164143384267,NA,NA,NA,"Mic_Genus","Day 7"
"Terrisporobacter_Day.7",0.01,0.00721309523809524,0.00721309523809524,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Turicibacter_Day.7",0.08,0.0290269742063492,0.0272365873015873,0.00550243838304249,NA,NA,NA,"Mic_Genus","Day 7"
"Tyzzerella_Day.7",0.01,0.00481031746031746,0.00481031746031746,NA,NA,NA,NA,"Mic_Genus","Day 7"
"Veillonella_Day.7",0.03,0.0346525661375661,0.033555873015873,0.00691184256669509,NA,NA,NA,"Mic_Genus","Day 7"
"Weissella_Day.7",0.02,0.0102258333333333,0.0102258333333333,0.00302559523809525,NA,NA,NA,"Mic_Genus","Day 7"
"abx_screen_status",0.01,0.0212675396825397,0.0212675396825397,NA,NA,NA,NA,"Mic_Genus","Day 7"
"n_pretreatment_events",0.1,0.0272167380952381,0.0255632142857143,0.004575080442207,NA,NA,NA,"Mic_Genus","Day 7"
"n_washout_days",0.02,0.0368476984126984,0.0368476984126984,0.00665047619047619,NA,NA,NA,"Mic_Genus","Day 7"
"total.recurrences",0.12,0.0460673743386242,0.0379913888888888,0.00807831629328279,NA,NA,NA,"Mic_Genus","Day 7"
"total_abx_days_prescreen",0.23,0.0529537370600413,0.0409518253968253,0.00811333166724592,NA,NA,NA,"Mic_Genus","Day 7"
"uncl_Genus_of_Clostridiales_Day.7",0.05,0.0360988888888889,0.0332340476190476,0.00485946804412082,NA,NA,NA,"Mic_Genus","Day 7"
"uncl_Genus_of_Erysipelotrichales_Day.7",0.01,0.0435865873015871,0.0435865873015871,NA,NA,NA,NA,"Mic_Genus","Day 7"
"uncl_Genus_of_Firmicutes_Day.7",0.01,0.0338773809523809,0.0338773809523809,NA,NA,NA,NA,"Mic_Genus","Day 7"
"uncl_Genus_of_Lactobacillales_Day.7",0.07,0.0225613265306122,0.0168928571428572,0.0088193634591058,NA,NA,NA,"Mic_Genus","Day 7"
"Abx.group",0.01,0.0164107142857143,0.0164107142857143,NA,NA,NA,NA,"Mic_Species","Day 7"
"Actinomyces.sp..HPA0247_Day.7",0.01,0.0207922222222223,0.0207922222222223,NA,NA,NA,NA,"Mic_Species","Day 7"
"Age",0.19,0.0548557727652463,0.0451019841269842,0.0064344137090529,NA,NA,NA,"Mic_Species","Day 7"
"Anaeroglobus.geminatus_Day.7",0.03,0.0110725396825397,0.0106592857142857,0.00212338554710582,NA,NA,NA,"Mic_Species","Day 7"
"Anaerotignum.lactatifermentans_Day.7",0.01,0.0152205555555556,0.0152205555555556,NA,NA,NA,NA,"Mic_Species","Day 7"
"Anaerotruncus.sp..VE303.02_Day.7",0.01,0.0150394444444445,0.0150394444444445,NA,NA,NA,NA,"Mic_Species","Day 7"
"BMI",0.04,0.057898867243867,0.0566091630591629,0.0119400488936499,NA,NA,NA,"Mic_Species","Day 7"
"Bifidobacterium.animalis_Day.7",0.01,0.0140022222222222,0.0140022222222222,NA,NA,NA,NA,"Mic_Species","Day 7"
"Bifidobacterium.breve_Day.7",0.06,0.0226707142857142,0.0140302380952381,0.00994075321579574,NA,NA,NA,"Mic_Species","Day 7"
"Bifidobacterium.dentium_Day.7",0.02,0.0177507936507937,0.0177507936507937,0.00142396825396826,NA,NA,NA,"Mic_Species","Day 7"
"Bifidobacterium.longum_Day.7",0.22,0.0296632936507936,0.0262761111111111,0.0033812866553089,NA,NA,NA,"Mic_Species","Day 7"
"Bilophila.wadsworthia_Day.7",0.03,0.0348276984126984,0.0427360317460317,0.00818667885048062,NA,NA,NA,"Mic_Species","Day 7"
"Blautia.hominis_Day.7",0.06,0.0120877380952381,0.0119325,0.00155856228052495,NA,NA,NA,"Mic_Species","Day 7"
"Blautia.marasmi_Day.7",0.07,0.0192110317460318,0.0202104761904762,0.00324199208837903,NA,NA,NA,"Mic_Species","Day 7"
"Blautia.sp..CAG.257_Day.7",0.02,0.0161194444444445,0.0161194444444445,0.0040968253968254,NA,NA,NA,"Mic_Species","Day 7"
"Blautia.sp..HK34_Day.7",0.01,0.018876507936508,0.018876507936508,NA,NA,NA,NA,"Mic_Species","Day 7"
"Blautia.sp..MP87F8_2_Day.7",0.02,0.0174387301587302,0.0174387301587302,0.00195555555555556,"MP87F8_2","Blautia coccoides","Blautia coccoides_MP87F8_2","Mic_Species","Day 7"
"Blautia.sp..VE303.05_Day.7",0.01,0.0204080158730159,0.0204080158730159,NA,NA,NA,NA,"Mic_Species","Day 7"
"Campylobacter.concisus_Day.7",0.09,0.0203116313932981,0.0163437301587302,0.0045060894984195,NA,NA,NA,"Mic_Species","Day 7"
"Campylobacter.curvus_Day.7",0.03,0.00809502645502646,0.00827857142857143,0.00107481823336036,NA,NA,NA,"Mic_Species","Day 7"
"Citrobacter.braakii_Day.7",0.11,0.017943658008658,0.0135904761904762,0.00322960543689543,NA,NA,NA,"Mic_Species","Day 7"
"Citrobacter.europaeus_Day.7",0.01,0.00507380952380952,0.00507380952380952,NA,NA,NA,NA,"Mic_Species","Day 7"
"Citrobacter.freundii_Day.7",0.01,0.0445728571428571,0.0445728571428571,NA,NA,NA,NA,"Mic_Species","Day 7"
"Citrobacter.sp..MP378F5_Day.7",0.01,0.0108792857142857,0.0108792857142857,NA,"MP378F5","Citrobacter freundii","Citrobacter freundii_MP378F5","Mic_Species","Day 7"
"Clostridia.bacterium.UC5.1.1F8_Day.7",0.01,0.00333095238095238,0.00333095238095238,NA,NA,NA,NA,"Mic_Species","Day 7"
"Clostridia.bacterium.UC5.1.2G4_Day.7",0.02,0.0148452380952381,0.0148452380952381,0.00314833333333334,NA,NA,NA,"Mic_Species","Day 7"
"Clostridia.bacterium.UC5.1.2H11_Day.7",0.03,0.0226503439153439,0.0194744444444445,0.00418117914990403,NA,NA,NA,"Mic_Species","Day 7"
"Clostridium.clostridioforme.CAG.511_Day.7",0.01,0.0155742857142857,0.0155742857142857,NA,NA,NA,NA,"Mic_Species","Day 7"
"Enterobacter.roggenkampii_Day.7",0.05,0.0245993650793651,0.0222738095238096,0.00578938618196657,NA,NA,NA,"Mic_Species","Day 7"
"Enterococcaceae.bacterium.UBA2657_Day.7",0.02,0.0266644444444445,0.0266644444444445,0.00496,NA,NA,NA,"Mic_Species","Day 7"
"Enterococcaceae.bacterium.UBA5115_Day.7",0.01,0.00921380952380953,0.00921380952380953,NA,NA,NA,NA,"Mic_Species","Day 7"
"Enterococcus.casseliflavus_Day.7",0.08,0.0287761607142857,0.0222032936507937,0.005570255478124,NA,NA,NA,"Mic_Species","Day 7"
"Escherichia.coli_Day.7",0.05,0.0400971111111111,0.0390609523809523,0.00630581750295505,NA,NA,NA,"Mic_Species","Day 7"
"Flavonifractor.plautii_Day.7",0.01,0.0151383333333333,0.0151383333333333,NA,NA,NA,NA,"Mic_Species","Day 7"
"Fusobacterium.nucleatum_Day.7",0.08,0.0459721428571428,0.0319958333333333,0.00879484881471547,NA,NA,NA,"Mic_Species","Day 7"
"Hungatella.hathewayi_Day.7",0.02,0.023298253968254,0.023298253968254,0.00130722222222222,NA,NA,NA,"Mic_Species","Day 7"
"Hungatella.sp..MP403D11_Day.7",0.08,0.0139370535714286,0.0112852380952381,0.00424525382720192,"MP403D11","Hungatella effluvii","Hungatella effluvii_MP403D11","Mic_Species","Day 7"
"Hungatella.sp..MP558G09_Day.7",0.22,0.0242238564213564,0.023243253968254,0.00251224296074083,"MP558G09","Hungatella sp005845265","Clostridium sp. 1001175st1 A10_MP558G09","Mic_Species","Day 7"
"Hungatella.sp..MP68H3_Day.7",0.07,0.0151080045351474,0.0135328571428571,0.00211655500466491,"MP68H3","Hungatella effluvii","Hungatella effluvii_MP68H3","Mic_Species","Day 7"
"Klebsiella.grimontii_Day.7",0.11,0.0306411327561327,0.0199304761904762,0.00676268099507691,NA,NA,NA,"Mic_Species","Day 7"
"Klebsiella.oxytoca_Day.7",0.01,0.0311604761904762,0.0311604761904762,NA,NA,NA,NA,"Mic_Species","Day 7"
"Klebsiella.pneumoniae_Day.7",0.12,0.0598200859788358,0.0524693253968253,0.00837462247631184,NA,NA,NA,"Mic_Species","Day 7"
