"","Value","Std.Error","DF","t.value","pval","scfa_var","Var","Strain","adj.pval"
"Isobutyric acid.Anaeromassilibacillus.sp..An250.St_Abundance",1.28203965268612,1.74556715481898,43,0.734454500445198,0.46665825366662,"Isobutyric acid","St_Abundance","Anaeromassilibacillus.sp..An250",0.576038745058284
"Isobutyric acid.Absiella.sp..VE303.07.St_Abundance",1.24038323813921,0.396396953271345,43,3.12914422752924,0.00314519103240517,"Isobutyric acid","St_Abundance","Absiella.sp..VE303.07",0.0101965064115071
"Isobutyric acid.Lachnoclostridium.sp..VE303.01.St_Abundance",-0.743844484409373,1.23543760167998,43,-0.602089885719742,0.55027613660225,"Isobutyric acid","St_Abundance","Lachnoclostridium.sp..VE303.01",0.650313814638746
"Isobutyric acid.Tyzzerella.sp..MP10F1re.St_Abundance",0.139841000724124,0.468123407065076,43,0.298726785744094,0.766587456838888,"Isobutyric acid","St_Abundance","Tyzzerella.sp..MP10F1re",0.821457319691671
"Isobutyric acid.Anaerostipes.caccae.St_Abundance",0.876245107763682,0.656385494681402,43,1.33495501479507,0.188916223356345,"Isobutyric acid","St_Abundance","Anaerostipes.caccae",0.279207065401657
"Isobutyric acid.X.Ruminococcus..gnavus.St_Abundance",-0.493622878104892,1.02797997858716,43,-0.480187249155688,0.633528106534526,"Isobutyric acid","St_Abundance","X.Ruminococcus..gnavus",0.716954860632441
"Isobutyric acid.X.Ruminococcus..gnavus.CAG.126.St_Abundance",-0.138589550273718,0.991519822874279,43,-0.139774865894225,0.889490527478238,"Isobutyric acid","St_Abundance","X.Ruminococcus..gnavus.CAG.126",0.914774510635663
"Isobutyric acid.Blautia.sp..HF29.St_Abundance",0.0900014900268933,0.757651310407033,43,0.118790119928047,0.905994859748579,"Isobutyric acid","St_Abundance","Blautia.sp..HF29",0.926480893886478
"Isobutyric acid.X.Clostridium..citroniae.St_Abundance",-0.110939350906319,1.05021757582369,43,-0.105634635584258,0.916363494836581,"Isobutyric acid","St_Abundance","X.Clostridium..citroniae",0.934179522208721
"Isobutyric acid.Clostridia.bacterium.UC5.1.2G4.St_Abundance",0.535747516833272,1.13982251032343,43,0.470027141928659,0.640710802543295,"Isobutyric acid","St_Abundance","Clostridia.bacterium.UC5.1.2G4",0.722146941931975
"Isobutyric acid.Blautia.sp..HF21_ig1.St_Abundance",0.0316998382074836,0.495869343810099,43,0.0639278039733458,0.949323978606495,"Isobutyric acid","St_Abundance","Blautia.sp..HF21_ig1",0.961280199999524
"Isobutyric acid.Tyzzerella.nexilis.St_Abundance",-0.626663151165607,1.65187954640724,43,-0.379363708769547,0.706284852538474,"Isobutyric acid","St_Abundance","Tyzzerella.nexilis",0.774528403799733
"Isobutyric acid.Hungatella.sp..MP558G09.St_Abundance",-1.09296687389779,2.0675534626235,43,-0.528628107401361,0.599781566406791,"Isobutyric acid","St_Abundance","Hungatella.sp..MP558G09",0.687364493905534
"Isobutyric acid.X.Ruminococcus..sp..HK31.St_Abundance",-0.109569323954785,1.78033967613065,43,-0.0615440555663627,0.951211105696937,"Isobutyric acid","St_Abundance","X.Ruminococcus..sp..HK31",0.962383048213511
"Isobutyric acid.Fusicatenibacter.saccharivorans.St_Abundance",1.29106897638878,1.5313612629457,43,0.843085826727328,0.403845907350857,"Isobutyric acid","St_Abundance","Fusicatenibacter.saccharivorans",0.513572756694341
"Isobutyric acid.Blautia.sp..HK34.St_Abundance",1.05707625496662,1.06340673420445,43,0.994046982180751,0.32576110416733,"Isobutyric acid","St_Abundance","Blautia.sp..HK34",0.431722957830549
"Isobutyric acid.Blautia.sp..MP87G3.St_Abundance",1.06281319610932,1.20806670097365,43,0.879763671370741,0.383877736446678,"Isobutyric acid","St_Abundance","Blautia.sp..MP87G3",0.493484297111555
"Isobutyric acid.Anaerotruncus.sp..VE303.02.St_Abundance",1.21162634080802,0.358050436625945,43,3.38395437309243,0.00153391383925465,"Isobutyric acid","St_Abundance","Anaerotruncus.sp..VE303.02",0.00504977276653623
"Isobutyric acid.Absiella.sp..MP634G1_ig1.St_Abundance",-0.577820420493659,0.722746070145294,43,-0.799479159226006,0.428407040825156,"Isobutyric acid","St_Abundance","Absiella.sp..MP634G1_ig1",0.539685471345896
"Isobutyric acid.Erysipelotrichaceae.bacterium.6_1_45.St_Abundance",0.192862847639885,0.765090775323032,43,0.252078385807822,0.802181478358765,"Isobutyric acid","St_Abundance","Erysipelotrichaceae.bacterium.6_1_45",0.847624244430255
"Isobutyric acid.X.Ruminococcus..sp..MP10A9.St_Abundance",0.709100123406312,1.13393742707397,43,0.6253432565817,0.53505070703032,"Isobutyric acid","St_Abundance","X.Ruminococcus..sp..MP10A9",0.63761971608554
"Isobutyric acid.Intestinibacter.sp..MP113D11.St_Abundance",0.272285926981942,0.615413015315918,43,0.442444212594635,0.660385398166735,"Isobutyric acid","St_Abundance","Intestinibacter.sp..MP113D11",0.735840582250461
"Isobutyric acid.Megasphaera.micronuciformis.St_Abundance",-0.474643731619383,0.94152779465411,43,-0.504120785721205,0.616749891135887,"Isobutyric acid","St_Abundance","Megasphaera.micronuciformis",0.702140058568169
"Isobutyric acid.Veillonella.sp..oral.taxon.158.St_Abundance",-5.76042623440176,2.09778191779237,43,-2.74596047641779,0.00877368316837857,"Isobutyric acid","St_Abundance","Veillonella.sp..oral.taxon.158",0.0273884259734199
"Isobutyric acid.Veillonella.rogosae.St_Abundance",-4.20173817568289,2.09224506898478,43,-2.00824379417546,0.0509250863303212,"Isobutyric acid","St_Abundance","Veillonella.rogosae",0.107058083871646
"Isobutyric acid.Raoultella.ornithinolytica.St_Abundance",0.174497312669318,1.79330790338591,43,0.0973047140091521,0.922936552979411,"Isobutyric acid","St_Abundance","Raoultella.ornithinolytica",0.93907938235172
"Isobutyric acid.Haemophilus.parainfluenzae.St_Abundance",3.13099542324529,1.50719114386647,43,2.07737116555315,0.0437743742207605,"Isobutyric acid","St_Abundance","Haemophilus.parainfluenzae",0.0963355753836444
"Isobutyric acid.Lactobacillus.plantarum.St_Abundance",-1.97230698499013,0.523925840938335,43,-3.76447739523171,0.00050141036740733,"Isobutyric acid","St_Abundance","Lactobacillus.plantarum",0.00166431441218323
"Isobutyric acid.Clostridium.neonatale.St_Abundance",1.07775825474481,1.440680166575,43,0.748089881258664,0.458478112682187,"Isobutyric acid","St_Abundance","Clostridium.neonatale",0.56874266209891
"Isobutyric acid.Sellimonas.sp..VE303.03.St_Abundance",0.231934622795341,0.797886726284183,43,0.290686152751879,0.772688803375706,"Isobutyric acid","St_Abundance","Sellimonas.sp..VE303.03",0.825521806720031
"Isobutyric acid.Veillonella.sp..HF34.St_Abundance",1.51730379154722,0.986357665201009,43,1.53828965402525,0.131304764072384,"Isobutyric acid","St_Abundance","Veillonella.sp..HF34",0.20717864649537
"Isobutyric acid.X.Clostridium..sp..VE303.04.St_Abundance",0.33111495844837,0.388836587527944,43,0.851552989273609,0.399179920360669,"Isobutyric acid","St_Abundance","X.Clostridium..sp..VE303.04",0.508203132882796
"Isobutyric acid.Bifidobacterium.longum.St_Abundance",-0.527270135489266,0.538006865047034,43,-0.980043508261126,0.332546726543995,"Isobutyric acid","St_Abundance","Bifidobacterium.longum",0.438627071321974
"Isobutyric acid.Veillonella.atypica.St_Abundance",-0.0293912374981267,0.76577622731051,43,-0.0383809740364387,0.96956157202664,"Isobutyric acid","St_Abundance","Veillonella.atypica",0.977395867258953
"Isobutyric acid.Streptococcus.parasanguinis.St_Abundance",1.24861308209763,1.97040556811539,43,0.633683289522915,0.529644013185822,"Isobutyric acid","St_Abundance","Streptococcus.parasanguinis",0.632844134645411
"Isobutyric acid.Veillonella.sp..MP19D1_02.09.St_Abundance",-1.25134567757502,0.894256556867425,43,-1.39931395298736,0.168891576483844,"Isobutyric acid","St_Abundance","Veillonella.sp..MP19D1_02.09",0.25545557011645
"Isobutyric acid.Blautia.sp..MP351A5.St_Abundance",1.53881679672854,1.21592250181051,43,1.26555499584656,0.212487052242345,"Isobutyric acid","St_Abundance","Blautia.sp..MP351A5",0.308251064560066
"Isobutyric acid.Lactobacillus.fermentum.St_Abundance",-0.317681509418454,0.940760269157048,43,-0.337685933211346,0.737242899201173,"Isobutyric acid","St_Abundance","Lactobacillus.fermentum",0.797889563060079
"Isobutyric acid.Streptomyces.flaveus.St_Abundance",-2.04001634033816,10.1015607270572,43,-0.201950608966191,0.840907746622644,"Isobutyric acid","St_Abundance","Streptomyces.flaveus",0.877785408909615
"Isobutyric acid.Pediococcus.acidilactici.St_Abundance",-1.43824461220716,1.09262053364925,43,-1.31632581295499,0.195038464208716,"Isobutyric acid","St_Abundance","Pediococcus.acidilactici",0.286499863380891
"Isobutyric acid.Lactobacillus.casei.St_Abundance",-17.7055438402382,8.26537554633317,43,-2.14213422499514,0.0378876670004792,"Isobutyric acid","St_Abundance","Lactobacillus.casei",0.0858882075236427
"Isobutyric acid.Bifidobacterium.breve.St_Abundance",-0.363997633356934,0.744937707895216,43,-0.48862828327672,0.627587743684395,"Isobutyric acid","St_Abundance","Bifidobacterium.breve",0.711344754589643
"Isobutyric acid.Lachnoclostridium.sp..MP429E6.St_Abundance",1.65430880862263,0.693561525766459,43,2.38523728200529,0.0215460792017907,"Isobutyric acid","St_Abundance","Lachnoclostridium.sp..MP429E6",0.0541345239944991
"Isobutyric acid.Veillonella.dispar.St_Abundance",-4.72038962556686,2.21910911513557,43,-2.12715525945576,0.0391835228174205,"Isobutyric acid","St_Abundance","Veillonella.dispar",0.0881771019363624
"Isobutyric acid.Veillonella.infantium.St_Abundance",-2.51595309549569,2.47244991931214,43,-1.01759516981264,0.314561944375786,"Isobutyric acid","St_Abundance","Veillonella.infantium",0.418567530250678
"Isobutyric acid.Blautia.sp..MP624D4_ig1.St_Abundance",0.383749657158113,1.07493710019032,43,0.356997313694141,0.722839900125007,"Isobutyric acid","St_Abundance","Blautia.sp..MP624D4_ig1",0.788196129792729
"Isobutyric acid.Sutterella.wadsworthensis.St_Abundance",0.520270039871507,0.373002991339825,43,1.39481465819536,0.170235679784227,"Isobutyric acid","St_Abundance","Sutterella.wadsworthensis",0.257001306010032
"Isobutyric acid.Bacteroides.fragilis.St_Abundance",0.204324619240997,0.312721381921212,43,0.653375915601687,0.516992669384564,"Isobutyric acid","St_Abundance","Bacteroides.fragilis",0.621628274454421
"Isobutyric acid.Flavonifractor.sp..VE303.08.St_Abundance",1.13012704496811,0.366567126974591,43,3.08300161636275,0.00357149347833648,"Isobutyric acid","St_Abundance","Flavonifractor.sp..VE303.08",0.0115269075866382
"Isobutyric acid.Streptococcus.mutans.St_Abundance",5.3978586802942,4.03723718266309,43,1.33701797443905,0.188247378645305,"Isobutyric acid","St_Abundance","Streptococcus.mutans",0.278559924719311
"Isobutyric acid.Blautia.sp..HF17.St_Abundance",-0.0117689151739091,0.793063669939884,43,-0.0148398112534915,0.988228619781451,"Isobutyric acid","St_Abundance","Blautia.sp..HF17",0.990418600102296
"Isobutyric acid.Blautia.sp..CAG.257.St_Abundance",-0.612063616993622,1.69872659157865,43,-0.360307314919243,0.720381206509243,"Isobutyric acid","St_Abundance","Blautia.sp..CAG.257",0.786700635421202
"Isobutyric acid.Eggerthella.sp..MP163B1.St_Abundance",3.85446321619752,2.39325900129929,43,1.61054997144269,0.114595340216057,"Isobutyric acid","St_Abundance","Eggerthella.sp..MP163B1",0.189837885028248
"Isobutyric acid.Anaerostipes.sp..MP172A5.St_Abundance",-1.75005998475248,2.42039604585158,43,-0.723046952482004,0.473565825329064,"Isobutyric acid","St_Abundance","Anaerostipes.sp..MP172A5",0.583172619482829
"Isobutyric acid.Streptococcus.sp..MP628A10_ig1.St_Abundance",1.1300982760254,1.39319793957434,43,0.811154139641261,0.421744437487385,"Isobutyric acid","St_Abundance","Streptococcus.sp..MP628A10_ig1",0.532500989100705
"Isobutyric acid.Streptococcus.sp..MP494C11.St_Abundance",1.08833441285596,1.38012497104455,43,0.788576712753957,0.434685668071502,"Isobutyric acid","St_Abundance","Streptococcus.sp..MP494C11",0.545884327345608
"Isobutyric acid.Blautia.hominis.St_Abundance",0.432372759872295,1.37911979454355,43,0.313513562478739,0.755406322726446,"Isobutyric acid","St_Abundance","Blautia.hominis",0.813168722292259
"Isobutyric acid.Blautia.marasmi.St_Abundance",0.346904233100857,1.40453823458236,43,0.246988102252701,0.806092870338781,"Isobutyric acid","St_Abundance","Blautia.marasmi",0.850523186026746
"Isobutyric acid.Blautia.sp..MP87F8_2.St_Abundance",0.939983897369966,3.30158891217144,43,0.284706522336768,0.777235706063983,"Isobutyric acid","St_Abundance","Blautia.sp..MP87F8_2",0.828532346652766
"Isobutyric acid.Lactobacillus.paracasei.St_Abundance",-1.93861999363646,1.24671344390085,43,-1.55498442975854,0.127279950599484,"Isobutyric acid","St_Abundance","Lactobacillus.paracasei",0.202333823854779
"Isobutyric acid.Klebsiella.michiganensis.St_Abundance",-0.903675476234976,0.299292318624175,43,-3.01937410351561,0.00424912142293166,"Isobutyric acid","St_Abundance","Klebsiella.michiganensis",0.0136288309469563
"Isobutyric acid.Parabacteroides.distasonis.St_Abundance",0.387323473160209,0.413802545001747,43,0.93601036977328,0.354495160632292,"Isobutyric acid","St_Abundance","Parabacteroides.distasonis",0.462685242123965
"Isobutyric acid.Bifidobacterium.animalis.St_Abundance",2.34896235777903,1.14949545651802,43,2.04347250305308,0.0471633419062979,"Isobutyric acid","St_Abundance","Bifidobacterium.animalis",0.101630119724232
"Isobutyric acid.Parasutterella.excrementihominis.St_Abundance",1.10351100230381,0.794042761786269,43,1.38973749955401,0.171762360624762,"Isobutyric acid","St_Abundance","Parasutterella.excrementihominis",0.258716161840296
"Isobutyric acid.Burkholderiales.bacterium.1_1_47.St_Abundance",0.755452301095074,0.818999947571079,43,0.922408241093947,0.361462564016807,"Isobutyric acid","St_Abundance","Burkholderiales.bacterium.1_1_47",0.470760099572645
"Isobutyric acid.Streptomyces.californicus.St_Abundance",-18.206038073836,8.17151409812962,43,-2.2279883330316,0.0311639380623934,"Isobutyric acid","St_Abundance","Streptomyces.californicus",0.0726021428910105
"Isobutyric acid.Streptococcus.sp..MP111F6_2.St_Abundance",-0.0191454697046469,0.861033334628083,43,-0.0222354570196944,0.982362998033035,"Isobutyric acid","St_Abundance","Streptococcus.sp..MP111F6_2",0.986179058513741
"Isobutyric acid.Parasutterella.excrementihominis.CAG.233.St_Abundance",-0.521174110617835,1.24002919858766,43,-0.420291805395736,0.676365226519903,"Isobutyric acid","St_Abundance","Parasutterella.excrementihominis.CAG.233",0.748858163157708
"Isobutyric acid.Streptococcus.vestibularis.St_Abundance",2.36244042419337,1.70780131913064,43,1.38332275407538,0.173706388881327,"Isobutyric acid","St_Abundance","Streptococcus.vestibularis",0.26116969975979
"Isobutyric acid.Clostridia.bacterium.UC5.1.1A9.St_Abundance",0.0844107864955622,1.81154987730997,43,0.0465958942410719,0.963051042597282,"Isobutyric acid","St_Abundance","Clostridia.bacterium.UC5.1.1A9",0.972458462773365
"Isobutyric acid.X.Clostridium..lavalense.St_Abundance",-0.405638560512243,1.31406271986924,43,-0.308690410570819,0.759047692737542,"Isobutyric acid","St_Abundance","X.Clostridium..lavalense",0.815390306509628
"Isovaleric acid.Bilophila.wadsworthia.St_Abundance",0.186075666828463,0.715114916202745,43,0.260203867395919,0.795948488322647,"Isovaleric acid","St_Abundance","Bilophila.wadsworthia",0.843509557923649
"Isovaleric acid.Proteus.mirabilis.St_Abundance",-1.70892026075801,1.37507091211764,43,-1.24278700516342,0.220680800048563,"Isovaleric acid","St_Abundance","Proteus.mirabilis",0.317970185016209
"Isovaleric acid.Escherichia.coli.St_Abundance",-0.978639584983948,0.290707661082852,43,-3.36640452246298,0.00161303485068135,"Isovaleric acid","St_Abundance","Escherichia.coli",0.00530059953657142
"Isovaleric acid.X.Clostridium..aldenense.St_Abundance",-0.290872322790527,0.548551358181168,43,-0.530255405355248,0.598662642066079,"Isovaleric acid","St_Abundance","X.Clostridium..aldenense",0.68716722387573
"Isovaleric acid.X.Clostridium..clostridioforme.St_Abundance",0.0415374617119447,0.618402212987,43,0.067169005607711,0.946758511011158,"Isovaleric acid","St_Abundance","X.Clostridium..clostridioforme",0.958956283725756
"Isovaleric acid.Morganella.morganii.St_Abundance",-3.47402129836691,1.10665815832133,43,-3.13920000701625,0.0030588862394671,"Isovaleric acid","St_Abundance","Morganella.morganii",0.00993451563230877
"Isovaleric acid.Fusobacterium.nucleatum.St_Abundance",-0.202614155064162,0.718964945117497,43,-0.28181367734285,0.779438270792369,"Isovaleric acid","St_Abundance","Fusobacterium.nucleatum",0.829658035812531
"Isovaleric acid.Citrobacter.amalonaticus.St_Abundance",0.962516268999669,0.782305984073529,43,1.23035779937125,0.225251657876519,"Isovaleric acid","St_Abundance","Citrobacter.amalonaticus",0.322373614793214
"Isovaleric acid.X.Clostridium..bolteae.St_Abundance",0.281344902715644,0.942102132866962,43,0.298635246541124,0.766656834665982,"Isovaleric acid","St_Abundance","X.Clostridium..bolteae",0.821457319691671
"Isovaleric acid.Veillonella.parvula.St_Abundance",-1.34841745692147,0.640039860685337,43,-2.10677106184859,0.0410094949014365,"Isovaleric acid","St_Abundance","Veillonella.parvula",0.0915878719465414
"Isovaleric acid.Lachnospiraceae.bacterium.CAG.364.St_Abundance",0.990454304496001,0.62002002478002,43,1.59745534807107,0.117487939808313,"Isovaleric acid","St_Abundance","Lachnospiraceae.bacterium.CAG.364",0.192776129807926
"Isovaleric acid.Enterococcus.casseliflavus.St_Abundance",2.5307242285579,2.03001698360318,43,1.24665175168435,0.219273659703931,"Isovaleric acid","St_Abundance","Enterococcus.casseliflavus",0.316699441440647
"Isovaleric acid.Flavonifractor.plautii.St_Abundance",1.08620020161215,1.13097870016719,43,0.960407301615478,0.342219853503736,"Isovaleric acid","St_Abundance","Flavonifractor.plautii",0.44974625135362
"Isovaleric acid.Hungatella.sp..MP355B12.St_Abundance",1.5543094112039,1.25578267604376,43,1.23772165427591,0.222535211053207,"Isovaleric acid","St_Abundance","Hungatella.sp..MP355B12",0.319750752021646
"Isovaleric acid.Dialister.invisus.St_Abundance",2.26055564572248,1.77943009088951,43,1.27038182466188,0.210779563597729,"Isovaleric acid","St_Abundance","Dialister.invisus",0.306142296706779
"Isovaleric acid.Hungatella.sp..MP68H3.St_Abundance",0.812286435761021,1.57538468289837,43,0.515611484978124,0.608766805684594,"Isovaleric acid","St_Abundance","Hungatella.sp..MP68H3",0.696118300558426
"Isovaleric acid.Hungatella.sp..MP42C12.St_Abundance",2.50321912961351,3.53798963590073,43,0.707525851464576,0.483057067734307,"Isovaleric acid","St_Abundance","Hungatella.sp..MP42C12",0.59023994294587
"Isovaleric acid.Hungatella.sp..MP42A4.St_Abundance",0.757716266923239,0.859334898933135,43,0.881747346539684,0.38281590130626,"Isovaleric acid","St_Abundance","Hungatella.sp..MP42A4",0.492541938451654
"Isovaleric acid.Bifidobacterium.dentium.St_Abundance",0.534527442383312,0.43770114783504,43,1.22121553719289,0.228658150698427,"Isovaleric acid","St_Abundance","Bifidobacterium.dentium",0.326087973680296
"Isovaleric acid.Dialister.invisus.CAG.218.St_Abundance",1.86323983707093,1.89032172291186,43,0.985673398600521,0.329807386606867,"Isovaleric acid","St_Abundance","Dialister.invisus.CAG.218",0.435808299760279
"Isovaleric acid.Klebsiella.pneumoniae.St_Abundance",-0.332190659227973,0.219773717724974,43,-1.51151221659579,0.137972947617659,"Isovaleric acid","St_Abundance","Klebsiella.pneumoniae",0.215166432965815
"Isovaleric acid.X.Clostridium..spiroforme.St_Abundance",-5.49985058791825,5.19425018157622,43,-1.05883436408704,0.295587116590633,"Isovaleric acid","St_Abundance","X.Clostridium..spiroforme",0.398003047199445
"Isovaleric acid.Campylobacter.curvus.St_Abundance",-2.72507914238178,1.17415003295426,43,-2.32089517173989,0.0251017060060686,"Isovaleric acid","St_Abundance","Campylobacter.curvus",0.0607072007553182
"Isovaleric acid.Ruthenibacterium.lactatiformans.St_Abundance",0.527601049896074,2.06283549942241,43,0.255764965283854,0.799351891794329,"Isovaleric acid","St_Abundance","Ruthenibacterium.lactatiformans",0.846372591311643
"Isovaleric acid.Hungatella.hathewayi.St_Abundance",0.813728732548284,0.567886953404058,43,1.43290619316149,0.159115460593453,"Isovaleric acid","St_Abundance","Hungatella.hathewayi",0.242800394950279
"Isovaleric acid.Ruminococcaceae.bacterium.cv2.St_Abundance",-0.0811966563124905,2.36760497659284,43,-0.0342948494851276,0.97280073812491,"Isovaleric acid","St_Abundance","Ruminococcaceae.bacterium.cv2",0.97984216885744
"Isovaleric acid.Enterococcus.faecium.St_Abundance",2.34107441796744,1.26980607062761,43,1.84364720890833,0.0721329984320352,"Isovaleric acid","St_Abundance","Enterococcus.faecium",0.137139878259119
"Isovaleric acid.Ruthenibacterium.sp..VE800.03.St_Abundance",0.206199361754862,2.12049707702262,43,0.0972410497468757,0.922986811399314,"Isovaleric acid","St_Abundance","Ruthenibacterium.sp..VE800.03",0.93907938235172
"Isovaleric acid.Citrobacter.freundii.St_Abundance",-1.81955656191665,0.588587052951429,43,-3.09139753039521,0.0034900814395871,"Isovaleric acid","St_Abundance","Citrobacter.freundii",0.0112742095075233
"Isovaleric acid.Subdoligranulum.sp..MP158A7.St_Abundance",-0.339452435941222,2.22729384986469,43,-0.152405770779569,0.879579792561396,"Isovaleric acid","St_Abundance","Subdoligranulum.sp..MP158A7",0.906127474227542
"Isovaleric acid.Lactococcus.lactis.St_Abundance",0.73156224963517,2.99241872905496,43,0.244471885746487,0.808028203093399,"Isovaleric acid","St_Abundance","Lactococcus.lactis",0.851996417934527
"Isovaleric acid.Lactobacillus.paragasseri.St_Abundance",0.692874503144076,1.5814424001205,43,0.438128194293565,0.663486541021591,"Isovaleric acid","St_Abundance","Lactobacillus.paragasseri",0.737931726922248
"Isovaleric acid.Erysipelatoclostridium.sp..MP572A05.St_Abundance",6.16806022611011,3.06594017757336,43,2.01180057955078,0.0505338309521485,"Isovaleric acid","St_Abundance","Erysipelatoclostridium.sp..MP572A05",0.10645936675825
"Isovaleric acid.Enterobacter.cloacae.St_Abundance",-1.0079484093553,0.786139970885028,43,-1.28214878607503,0.206660093383902,"Isovaleric acid","St_Abundance","Enterobacter.cloacae",0.300762758593306
"Isovaleric acid.Romboutsia.sp..MP232A8.St_Abundance",3.40720500242486,2.99018848753824,43,1.13946161475257,0.260818542470403,"Isovaleric acid","St_Abundance","Romboutsia.sp..MP232A8",0.360031089911453
"Isovaleric acid.Faecalibacterium.prausnitzii.St_Abundance",0.242147949948636,1.02772167480937,43,0.235616272268999,0.814849044069835,"Isovaleric acid","St_Abundance","Faecalibacterium.prausnitzii",0.85726194866085
"Isovaleric acid.Streptococcus.salivarius.St_Abundance",1.73954967721364,2.03485883707514,43,0.854874866756867,0.397358546618293,"Isovaleric acid","St_Abundance","Streptococcus.salivarius",0.506212401994713
"Isovaleric acid.Klebsiella.oxytoca.St_Abundance",-0.630356300000281,0.335212841724994,43,-1.88046584598754,0.0668289039053446,"Isovaleric acid","St_Abundance","Klebsiella.oxytoca",0.1303656552287
"Isovaleric acid.Streptococcus.thermophilus.St_Abundance",-0.254974109817205,0.879694530155712,43,-0.289843918629428,0.773328752580953,"Isovaleric acid","St_Abundance","Streptococcus.thermophilus",0.825521806720031
"Isovaleric acid.Lactobacillus.rhamnosus.St_Abundance",-0.998405176799433,0.537814311652839,43,-1.85641243672204,0.070254951942384,"Isovaleric acid","St_Abundance","Lactobacillus.rhamnosus",0.134862580706146
"Isovaleric acid.Actinomyces.graevenitzii.St_Abundance",-40.4155605406312,11.7548114513297,43,-3.43821427574319,0.00131202776846707,"Isovaleric acid","St_Abundance","Actinomyces.graevenitzii",0.00432718000575557
"Isovaleric acid.Actinomyces.sp..HPA0247.St_Abundance",2.80092469539528,4.98292114370478,43,0.562104961049575,0.576963100284002,"Isovaleric acid","St_Abundance","Actinomyces.sp..HPA0247",0.668221463211815
"Isovaleric acid.Actinomyces.oris.St_Abundance",-1.62862889193315,8.38715116563899,43,-0.194181416284163,0.84694830783967,"Isovaleric acid","St_Abundance","Actinomyces.oris",0.881293925154997
"Isovaleric acid.Actinomyces.naeslundii.St_Abundance",-5.04706565896552,6.73342844701031,43,-0.749553618737339,0.457604959664395,"Isovaleric acid","St_Abundance","Actinomyces.naeslundii",0.568497988756228
"Isovaleric acid.Saccharomyces.cerevisiae.St_Abundance",-1.92847583173896,5.26383701977093,43,-0.366363134818881,0.715890653543295,"Isovaleric acid","St_Abundance","Saccharomyces.cerevisiae",0.78297835082214
"Isovaleric acid.Rothia.mucilaginosa.St_Abundance",-1.39925204000834,5.10235074374514,43,-0.274236741118523,0.785215877790672,"Isovaleric acid","St_Abundance","Rothia.mucilaginosa",0.834090148516339
"Isovaleric acid.Clostridium.sp..C105KSO14.St_Abundance",-0.184383520051097,1.10976109400828,43,-0.166147039256109,0.868820010014202,"Isovaleric acid","St_Abundance","Clostridium.sp..C105KSO14",0.89813873757158
"Isovaleric acid.Roseburia.intestinalis.St_Abundance",0.552886762671874,0.708117800269807,43,0.78078359626211,0.439207188146576,"Isovaleric acid","St_Abundance","Roseburia.intestinalis",0.549844846613949
"Isovaleric acid.Blautia.sp..VE303.05.St_Abundance",1.19777225350711,0.416830190985548,43,2.87352566923023,0.00628353406250785,"Isovaleric acid","St_Abundance","Blautia.sp..VE303.05",0.0199070282295564
"Isovaleric acid.Anaerotruncus.colihominis.St_Abundance",2.95395076544105,3.09448589212636,43,0.954585307031812,0.345123329011571,"Isovaleric acid","St_Abundance","Anaerotruncus.colihominis",0.452739740523519
"Isovaleric acid.Eggerthella.lenta.St_Abundance",2.41156975237719,2.71917919365936,43,0.886874155995506,0.38008022878679,"Isovaleric acid","St_Abundance","Eggerthella.lenta",0.489893219718777
"Isovaleric acid.Roseburia.inulinivorans.St_Abundance",1.96735893822294,1.60291330806586,43,1.22736452952458,0.226362823547193,"Isovaleric acid","St_Abundance","Roseburia.inulinivorans",0.323707784819662
"Isovaleric acid.Roseburia.intestinalis.CAG.13.St_Abundance",0.957523250458487,1.22340498167164,43,0.782670713952905,0.438109735004113,"Isovaleric acid","St_Abundance","Roseburia.intestinalis.CAG.13",0.549285746718018
"Isovaleric acid.X.Clostridium..symbiosum.St_Abundance",0.461923042644392,0.452216478819063,43,1.0214644186578,0.312747145600314,"Isovaleric acid","St_Abundance","X.Clostridium..symbiosum",0.416612361112643
"Isovaleric acid.Clostridioides.difficile.St_Abundance",0.557993535102804,0.508005314329139,43,1.09840097999699,0.278141845342212,"Isovaleric acid","St_Abundance","Clostridioides.difficile",0.379455956428403
"Isovaleric acid.Blautia.producta.St_Abundance",0.933417397235259,1.06043132423945,43,0.880224278460195,0.38363101333712,"Isovaleric acid","St_Abundance","Blautia.producta",0.493415217296019
"Isovaleric acid.Actinomyces.sp..ICM47.St_Abundance",-5.85107221383515,7.82027184033315,43,-0.748192944349859,0.458416601548622,"Isovaleric acid","St_Abundance","Actinomyces.sp..ICM47",0.56874266209891
"Isovaleric acid.Blautia.coccoides.St_Abundance",0.485759473624855,1.07246309639239,43,0.452938171260977,0.652870516627952,"Isovaleric acid","St_Abundance","Blautia.coccoides",0.731069492157205
"Isovaleric acid.Lachnoclostridium.sp..MP625H6_ig1.St_Abundance",1.24746772485665,3.53468330782797,43,0.352922062945212,0.725871098000271,"Isovaleric acid","St_Abundance","Lachnoclostridium.sp..MP625H6_ig1",0.790310452171224
"Isovaleric acid.Lachnoclostridium.sp..MP403G7.St_Abundance",0.426348017794042,3.34535489421528,43,0.127444779784433,0.899182516685238,"Isovaleric acid","St_Abundance","Lachnoclostridium.sp..MP403G7",0.922382292420525
