"","Value","Std.Error","DF","t.value","pval","scfa_var","Var","Strain","adj.pval","Class"
"Glycodeoxycholic Acid.Hungatella.sp..MP355B12.St_Abundance",0.0344386961456641,2.17029303855954,43,0.0158682240295631,0.987412919930774,"Glycodeoxycholic Acid","St_Abundance","Hungatella.sp..MP355B12",0.99049281051072,"Secondary BA"
"Glycodeoxycholic Acid.Dialister.invisus.St_Abundance",-3.48476514440305,2.98904240563031,43,-1.16584667311476,0.250102527732737,"Glycodeoxycholic Acid","St_Abundance","Dialister.invisus",0.370915254410183,"Secondary BA"
"Glycodeoxycholic Acid.Hungatella.sp..MP68H3.St_Abundance",1.03391760684157,2.61222303090428,43,0.395799897102836,0.694209716605724,"Glycodeoxycholic Acid","St_Abundance","Hungatella.sp..MP68H3",0.782537135858398,"Secondary BA"
"Glycodeoxycholic Acid.Hungatella.sp..MP42C12.St_Abundance",5.91194604331167,5.43058007257831,43,1.08863988087829,0.282376727410041,"Glycodeoxycholic Acid","St_Abundance","Hungatella.sp..MP42C12",0.407687342469447,"Secondary BA"
"Glycodeoxycholic Acid.Hungatella.sp..MP42A4.St_Abundance",1.18168812347467,1.4468998899709,43,0.816703444146669,0.418599768630178,"Glycodeoxycholic Acid","St_Abundance","Hungatella.sp..MP42A4",0.545579272913739,"Secondary BA"
"Glycodeoxycholic Acid.Bifidobacterium.dentium.St_Abundance",-0.939743640566944,0.670003016630007,43,-1.40259613351248,0.167916279484946,"Glycodeoxycholic Acid","St_Abundance","Bifidobacterium.dentium",0.273900330783333,"Secondary BA"
"Glycodeoxycholic Acid.Dialister.invisus.CAG.218.St_Abundance",-3.32806867384593,3.08578364922422,43,-1.07851653004987,0.286816363753287,"Glycodeoxycholic Acid","St_Abundance","Dialister.invisus.CAG.218",0.41243077390144,"Secondary BA"
"Glycodeoxycholic Acid.Klebsiella.pneumoniae.St_Abundance",-0.0139403337563601,0.371143681210854,43,-0.0375604771469632,0.970211959090142,"Glycodeoxycholic Acid","St_Abundance","Klebsiella.pneumoniae",0.979347664919617,"Secondary BA"
"Glycodeoxycholic Acid.X.Clostridium..spiroforme.St_Abundance",-3.11846903238567,7.66267220576702,43,-0.40696886786292,0.686049618016544,"Glycodeoxycholic Acid","St_Abundance","X.Clostridium..spiroforme",0.775649699961753,"Secondary BA"
"Glycodeoxycholic Acid.Campylobacter.curvus.St_Abundance",-1.4376808437868,1.99623034067987,43,-0.720197872204048,0.475300061486011,"Glycodeoxycholic Acid","St_Abundance","Campylobacter.curvus",0.597147298233687,"Secondary BA"
"Glycodeoxycholic Acid.Ruthenibacterium.lactatiformans.St_Abundance",7.77548002691507,3.11494241491709,43,2.49618740612321,0.0164664954725017,"Glycodeoxycholic Acid","St_Abundance","Ruthenibacterium.lactatiformans",0.0420955877897976,"Secondary BA"
"Glycodeoxycholic Acid.Hungatella.hathewayi.St_Abundance",0.323399184268105,0.905369346787761,43,0.357201384623327,0.722688228680899,"Glycodeoxycholic Acid","St_Abundance","Hungatella.hathewayi",0.806301940481447,"Secondary BA"
"Glycodeoxycholic Acid.Ruminococcaceae.bacterium.cv2.St_Abundance",14.3079559651308,3.41790205323196,43,4.18618080398215,0.000137642657298624,"Glycodeoxycholic Acid","St_Abundance","Ruminococcaceae.bacterium.cv2",0.000639218463353611,"Secondary BA"
"Glycodeoxycholic Acid.Enterococcus.faecium.St_Abundance",-2.6481889982195,2.01770442294667,43,-1.31247618238952,0.196322173922765,"Glycodeoxycholic Acid","St_Abundance","Enterococcus.faecium",0.309572008499933,"Secondary BA"
"Glycodeoxycholic Acid.Ruthenibacterium.sp..VE800.03.St_Abundance",8.17171189498445,3.26085927432747,43,2.50599955641134,0.016074306789897,"Glycodeoxycholic Acid","St_Abundance","Ruthenibacterium.sp..VE800.03",0.0413229181745075,"Secondary BA"
"Glycodeoxycholic Acid.Citrobacter.freundii.St_Abundance",-0.431372679224402,0.955825712421462,43,-0.451308929670426,0.654034878025619,"Glycodeoxycholic Acid","St_Abundance","Citrobacter.freundii",0.749828683264974,"Secondary BA"
"Glycodeoxycholic Acid.Subdoligranulum.sp..MP158A7.St_Abundance",7.49040237294396,3.40299605505301,43,2.20111991073915,0.0331444571345575,"Glycodeoxycholic Acid","St_Abundance","Subdoligranulum.sp..MP158A7",0.0761919758003839,"Secondary BA"
"Glycodeoxycholic Acid.Lactococcus.lactis.St_Abundance",-0.368728044094079,4.65945806385916,43,-0.0791353927947326,0.937292069006855,"Glycodeoxycholic Acid","St_Abundance","Lactococcus.lactis",0.954355324972628,"Secondary BA"
"Glycodeoxycholic Acid.Lactobacillus.paragasseri.St_Abundance",-0.308538410000167,2.58378676945394,43,-0.11941326337288,0.905504119192991,"Glycodeoxycholic Acid","St_Abundance","Lactobacillus.paragasseri",0.931127497146174,"Secondary BA"
"Glycodeoxycholic Acid.Erysipelatoclostridium.sp..MP572A05.St_Abundance",-3.22512168520122,4.82315885144045,43,-0.668674158272441,0.507277406006113,"Glycodeoxycholic Acid","St_Abundance","Erysipelatoclostridium.sp..MP572A05",0.623744652156628,"Secondary BA"
"Glycodeoxycholic Acid.Enterobacter.cloacae.St_Abundance",-0.487990563079146,1.35257268677635,43,-0.36078694169272,0.720025183590092,"Glycodeoxycholic Acid","St_Abundance","Enterobacter.cloacae",0.804028121675603,"Secondary BA"
"Glycodeoxycholic Acid.Romboutsia.sp..MP232A8.St_Abundance",-2.09902340732277,4.83624290951936,43,-0.434019433389333,0.666444321913956,"Glycodeoxycholic Acid","St_Abundance","Romboutsia.sp..MP232A8",0.760299730143768,"Secondary BA"
"Glycodeoxycholic Acid.Faecalibacterium.prausnitzii.St_Abundance",0.706747589657941,1.68578552572735,43,0.419239327228774,0.677128282781273,"Glycodeoxycholic Acid","St_Abundance","Faecalibacterium.prausnitzii",0.768535224077845,"Secondary BA"
"Glycodeoxycholic Acid.Streptococcus.salivarius.St_Abundance",-0.818760531790923,3.0175093927759,43,-0.271336531296666,0.787430627373708,"Glycodeoxycholic Acid","St_Abundance","Streptococcus.salivarius",0.849363373346921,"Secondary BA"
"Glycodeoxycholic Acid.Klebsiella.oxytoca.St_Abundance",-0.30210262578854,0.520763797369342,43,-0.580114492049221,0.564865086511205,"Glycodeoxycholic Acid","St_Abundance","Klebsiella.oxytoca",0.672070336004452,"Secondary BA"
"Glycodeoxycholic Acid.Streptococcus.thermophilus.St_Abundance",-0.586506629199576,1.36050681754861,43,-0.431094222854653,0.668553378437102,"Glycodeoxycholic Acid","St_Abundance","Streptococcus.thermophilus",0.761346725972818,"Secondary BA"
"Glycodeoxycholic Acid.Lactobacillus.rhamnosus.St_Abundance",-0.670487744924263,0.883743958213118,43,-0.758690046696277,0.452176757813594,"Glycodeoxycholic Acid","St_Abundance","Lactobacillus.rhamnosus",0.57683476919021,"Secondary BA"
"Glycodeoxycholic Acid.Actinomyces.graevenitzii.St_Abundance",27.3353356760347,18.1593466971171,43,1.50530391494614,0.13955691674931,"Glycodeoxycholic Acid","St_Abundance","Actinomyces.graevenitzii",0.238161339488342,"Secondary BA"
"Glycodeoxycholic Acid.Actinomyces.sp..HPA0247.St_Abundance",2.30818479686744,8.42846585448059,43,0.273855863773881,0.78550663313166,"Glycodeoxycholic Acid","St_Abundance","Actinomyces.sp..HPA0247",0.847856798842563,"Secondary BA"
"Glycodeoxycholic Acid.Actinomyces.oris.St_Abundance",0.494010403842876,13.3486994318138,43,0.0370081299954592,0.970649802238965,"Glycodeoxycholic Acid","St_Abundance","Actinomyces.oris",0.97963589016178,"Secondary BA"
"Glycodeoxycholic Acid.Actinomyces.naeslundii.St_Abundance",-3.93539962692362,10.60031633237,43,-0.371253036563271,0.712272061284645,"Glycodeoxycholic Acid","St_Abundance","Actinomyces.naeslundii",0.797447153730693,"Secondary BA"
"Glycodeoxycholic Acid.Saccharomyces.cerevisiae.St_Abundance",10.8226168391348,8.37961008426362,43,1.291541817615,0.203415364203744,"Glycodeoxycholic Acid","St_Abundance","Saccharomyces.cerevisiae",0.316489507150093,"Secondary BA"
"Glycodeoxycholic Acid.Rothia.mucilaginosa.St_Abundance",7.85011592830205,7.96111997748082,43,0.986056729518866,0.329621420587405,"Glycodeoxycholic Acid","St_Abundance","Rothia.mucilaginosa",0.455255524418764,"Secondary BA"
"Glycodeoxycholic Acid.Clostridium.sp..C105KSO14.St_Abundance",0.463910673320862,1.71657026796958,43,0.27025440319993,0.788257453310981,"Glycodeoxycholic Acid","St_Abundance","Clostridium.sp..C105KSO14",0.849827680136814,"Secondary BA"
"Glycodeoxycholic Acid.Roseburia.intestinalis.St_Abundance",1.22533365411062,1.08878296756463,43,1.12541589151733,0.266655379047702,"Glycodeoxycholic Acid","St_Abundance","Roseburia.intestinalis",0.390511702649094,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.sp..VE303.05.St_Abundance",-0.706187279798595,0.662163650347231,43,-1.06648451546423,0.292156212308216,"Glycodeoxycholic Acid","St_Abundance","Blautia.sp..VE303.05",0.417495835940113,"Secondary BA"
"Glycodeoxycholic Acid.Anaerotruncus.colihominis.St_Abundance",7.85036846528581,4.65443385703508,43,1.68664303896383,0.0989152179816944,"Glycodeoxycholic Acid","St_Abundance","Anaerotruncus.colihominis",0.182455601393249,"Secondary BA"
"Glycodeoxycholic Acid.Eggerthella.lenta.St_Abundance",6.76109533172597,4.08380122737046,43,1.65558874080642,0.105086434263214,"Glycodeoxycholic Acid","St_Abundance","Eggerthella.lenta",0.191128509760081,"Secondary BA"
"Glycodeoxycholic Acid.Roseburia.inulinivorans.St_Abundance",2.99684374345632,2.3828682576678,43,1.25766237130937,0.21530131197953,"Glycodeoxycholic Acid","St_Abundance","Roseburia.inulinivorans",0.330810055952662,"Secondary BA"
"Glycodeoxycholic Acid.Roseburia.intestinalis.CAG.13.St_Abundance",2.87946449920587,1.86834750580119,43,1.54118251035483,0.130600120498401,"Glycodeoxycholic Acid","St_Abundance","Roseburia.intestinalis.CAG.13",0.225872539673491,"Secondary BA"
"Glycodeoxycholic Acid.X.Clostridium..symbiosum.St_Abundance",-0.106767888952677,0.683298409524337,43,-0.156253676965239,0.876564365856788,"Glycodeoxycholic Acid","St_Abundance","X.Clostridium..symbiosum",0.912160168450228,"Secondary BA"
"Glycodeoxycholic Acid.Clostridioides.difficile.St_Abundance",-0.351126260392725,0.804115506726768,43,-0.436661471462004,0.664541773486911,"Glycodeoxycholic Acid","St_Abundance","Clostridioides.difficile",0.758936911766302,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.producta.St_Abundance",-0.655878089409703,1.713946857577,43,-0.382671193397978,0.703848669045635,"Glycodeoxycholic Acid","St_Abundance","Blautia.producta",0.790705412869978,"Secondary BA"
"Glycodeoxycholic Acid.Actinomyces.sp..ICM47.St_Abundance",19.7278099586732,12.157819187339,43,1.62264380269922,0.111975597386303,"Glycodeoxycholic Acid","St_Abundance","Actinomyces.sp..ICM47",0.200676244744692,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.coccoides.St_Abundance",-0.329656821469505,1.73415671962395,43,-0.190096326208043,0.850128235576634,"Glycodeoxycholic Acid","St_Abundance","Blautia.coccoides",0.893906295770625,"Secondary BA"
"Glycodeoxycholic Acid.Lachnoclostridium.sp..MP625H6_ig1.St_Abundance",-1.58622721204432,5.82606066952377,43,-0.272264108120588,0.7867220873761,"Glycodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP625H6_ig1",0.848883822513517,"Secondary BA"
"Glycodeoxycholic Acid.Lachnoclostridium.sp..MP403G7.St_Abundance",-4.42828403105948,5.04736960981701,43,-0.877344909008957,0.385174990413857,"Glycodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP403G7",0.512610291401185,"Secondary BA"
"Glycodeoxycholic Acid.Lachnospiraceae.bacterium.7_1_58FAA.St_Abundance",0.492039828977545,0.809215867077878,43,0.608045206471701,0.546355861481513,"Glycodeoxycholic Acid","St_Abundance","Lachnospiraceae.bacterium.7_1_58FAA",0.656976840285713,"Secondary BA"
"Glycodeoxycholic Acid.Roseburia.inulinivorans.CAG.15.St_Abundance",2.54089738083675,2.56363375192011,43,0.991131193733764,0.327166263612387,"Glycodeoxycholic Acid","St_Abundance","Roseburia.inulinivorans.CAG.15",0.45302394654074,"Secondary BA"
"Glycodeoxycholic Acid.Lachnoclostridium.sp..MP625H7_ig1.St_Abundance",1.29912124152001,2.73740272526303,43,0.474581700942518,0.637486590195665,"Glycodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP625H7_ig1",0.735878274971019,"Secondary BA"
"Glycodeoxycholic Acid.Anaeromassilibacillus.sp..An250.St_Abundance",1.30922800816181,3.22260623592815,43,0.406263723307399,0.686563693089157,"Glycodeoxycholic Acid","St_Abundance","Anaeromassilibacillus.sp..An250",0.776032331075502,"Secondary BA"
"Glycodeoxycholic Acid.Absiella.sp..VE303.07.St_Abundance",-0.945019455539418,0.755988265561433,43,-1.25004513772129,0.218043647516002,"Glycodeoxycholic Acid","St_Abundance","Absiella.sp..VE303.07",0.333759338606122,"Secondary BA"
"Glycodeoxycholic Acid.Lachnoclostridium.sp..VE303.01.St_Abundance",-0.979176122657412,2.2184522158076,43,-0.441378054339095,0.661150894893786,"Glycodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..VE303.01",0.755601022735755,"Secondary BA"
"Glycodeoxycholic Acid.Tyzzerella.sp..MP10F1re.St_Abundance",-0.851351315612014,0.816219193440661,43,-1.04304250923488,0.302757418774954,"Glycodeoxycholic Acid","St_Abundance","Tyzzerella.sp..MP10F1re",0.428943624836306,"Secondary BA"
"Glycodeoxycholic Acid.Anaerostipes.caccae.St_Abundance",0.0336048040674673,1.20516309840865,43,0.0278840300635164,0.977883658913542,"Glycodeoxycholic Acid","St_Abundance","Anaerostipes.caccae",0.984549750920271,"Secondary BA"
"Glycodeoxycholic Acid.X.Ruminococcus..gnavus.St_Abundance",1.55066391190353,1.77500242928496,43,0.873612275859364,0.387182348009808,"Glycodeoxycholic Acid","St_Abundance","X.Ruminococcus..gnavus",0.514706160441764,"Secondary BA"
"Glycodeoxycholic Acid.X.Ruminococcus..gnavus.CAG.126.St_Abundance",3.34182033882255,1.66702420315159,43,2.00466215937638,0.0513217260192194,"Glycodeoxycholic Acid","St_Abundance","X.Ruminococcus..gnavus.CAG.126",0.109160496612308,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.sp..HF29.St_Abundance",-0.888036265986365,1.30417086618085,43,-0.680920183861261,0.499572572362008,"Glycodeoxycholic Acid","St_Abundance","Blautia.sp..HF29",0.617102128948038,"Secondary BA"
"Glycodeoxycholic Acid.X.Clostridium..citroniae.St_Abundance",-2.67883529062726,1.87189257303749,43,-1.43108388227662,0.159634175888081,"Glycodeoxycholic Acid","St_Abundance","X.Clostridium..citroniae",0.263235662128628,"Secondary BA"
"Glycodeoxycholic Acid.Clostridia.bacterium.UC5.1.2G4.St_Abundance",2.67867581079941,1.96402296214683,43,1.36387194163525,0.179705150577895,"Glycodeoxycholic Acid","St_Abundance","Clostridia.bacterium.UC5.1.2G4",0.288605125722103,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.sp..HF21_ig1.St_Abundance",0.0765502109885418,0.879345556219251,43,0.0870536166892907,0.93103302701107,"Glycodeoxycholic Acid","St_Abundance","Blautia.sp..HF21_ig1",0.949485401892374,"Secondary BA"
"Glycodeoxycholic Acid.Tyzzerella.nexilis.St_Abundance",4.53705506276917,2.89489443745681,43,1.56726096954161,0.124384160849247,"Glycodeoxycholic Acid","St_Abundance","Tyzzerella.nexilis",0.217460973792432,"Secondary BA"
"Glycodeoxycholic Acid.Hungatella.sp..MP558G09.St_Abundance",7.44212487969678,3.5649519799305,43,2.08758068035516,0.0427962920334289,"Glycodeoxycholic Acid","St_Abundance","Hungatella.sp..MP558G09",0.0938192741509934,"Secondary BA"
"Glycodeoxycholic Acid.X.Ruminococcus..sp..HK31.St_Abundance",-1.69171007876511,3.16342754344891,43,-0.534771242751692,0.595562713725969,"Glycodeoxycholic Acid","St_Abundance","X.Ruminococcus..sp..HK31",0.699189745322354,"Secondary BA"
"Glycodeoxycholic Acid.Fusicatenibacter.saccharivorans.St_Abundance",0.162910573787793,2.83645021872513,43,0.057434667004667,0.954465018399985,"Glycodeoxycholic Acid","St_Abundance","Fusicatenibacter.saccharivorans",0.967704760143239,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.sp..HK34.St_Abundance",-1.23169127475402,1.87060667877044,43,-0.658444818321519,0.513762608202681,"Glycodeoxycholic Acid","St_Abundance","Blautia.sp..HK34",0.628833700468058,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.sp..MP87G3.St_Abundance",1.56399601839184,2.09658335658487,43,0.745973687847753,0.459742178841918,"Glycodeoxycholic Acid","St_Abundance","Blautia.sp..MP87G3",0.582774135272193,"Secondary BA"
"Glycodeoxycholic Acid.Anaerotruncus.sp..VE303.02.St_Abundance",-0.876799532320425,0.673633215019661,43,-1.30159783213011,0.199984329261942,"Glycodeoxycholic Acid","St_Abundance","Anaerotruncus.sp..VE303.02",0.313349380222365,"Secondary BA"
"Glycodeoxycholic Acid.Absiella.sp..MP634G1_ig1.St_Abundance",-1.31255644048261,1.39684646065342,43,-0.939656918247564,0.352642313388541,"Glycodeoxycholic Acid","St_Abundance","Absiella.sp..MP634G1_ig1",0.479432542742569,"Secondary BA"
"Glycodeoxycholic Acid.Erysipelotrichaceae.bacterium.6_1_45.St_Abundance",1.86976267878441,1.30716129189034,43,1.43039936263754,0.159829364047478,"Glycodeoxycholic Acid","St_Abundance","Erysipelotrichaceae.bacterium.6_1_45",0.263460397117729,"Secondary BA"
"Glycodeoxycholic Acid.X.Ruminococcus..sp..MP10A9.St_Abundance",1.62485815341428,1.94109312740445,43,0.83708407931307,0.407173665685163,"Glycodeoxycholic Acid","St_Abundance","X.Ruminococcus..sp..MP10A9",0.534368703874101,"Secondary BA"
"Glycodeoxycholic Acid.Intestinibacter.sp..MP113D11.St_Abundance",1.19601404552757,1.09659676668431,43,1.09065983218596,0.281496671907682,"Glycodeoxycholic Acid","St_Abundance","Intestinibacter.sp..MP113D11",0.406882750622992,"Secondary BA"
"Glycodeoxycholic Acid.Megasphaera.micronuciformis.St_Abundance",-2.58213247330294,1.76010179061475,43,-1.46703587660182,0.149642594652425,"Glycodeoxycholic Acid","St_Abundance","Megasphaera.micronuciformis",0.250912713452659,"Secondary BA"
"Glycodeoxycholic Acid.Veillonella.sp..oral.taxon.158.St_Abundance",-0.178522124701206,3.89349535786066,43,-0.0458513773082544,0.963640992522149,"Glycodeoxycholic Acid","St_Abundance","Veillonella.sp..oral.taxon.158",0.975316894398499,"Secondary BA"
"Glycodeoxycholic Acid.Veillonella.rogosae.St_Abundance",-0.281496083779808,3.88435981005183,43,-0.0724691062479231,0.942564632587524,"Glycodeoxycholic Acid","St_Abundance","Veillonella.rogosae",0.957752877851967,"Secondary BA"
"Glycodeoxycholic Acid.Raoultella.ornithinolytica.St_Abundance",-2.94367733413212,3.26474491444805,43,-0.901656151175837,0.372262392754757,"Glycodeoxycholic Acid","St_Abundance","Raoultella.ornithinolytica",0.499039539432804,"Secondary BA"
"Glycodeoxycholic Acid.Haemophilus.parainfluenzae.St_Abundance",-1.23164925821823,2.78812140399922,43,-0.441748790584074,0.6608846663144,"Glycodeoxycholic Acid","St_Abundance","Haemophilus.parainfluenzae",0.755565263728088,"Secondary BA"
"Glycodeoxycholic Acid.Lactobacillus.plantarum.St_Abundance",-1.17986574273323,1.0239207236137,43,-1.15230184869113,0.255563208717055,"Glycodeoxycholic Acid","St_Abundance","Lactobacillus.plantarum",0.377707389353883,"Secondary BA"
"Glycodeoxycholic Acid.Clostridium.neonatale.St_Abundance",-1.00559555883073,2.52252085005564,43,-0.398647075130638,0.692126021009899,"Glycodeoxycholic Acid","St_Abundance","Clostridium.neonatale",0.780735630855081,"Secondary BA"
"Glycodeoxycholic Acid.Sellimonas.sp..VE303.03.St_Abundance",-2.95341478620073,1.38628633509571,43,-2.13045076722684,0.0388951262413444,"Glycodeoxycholic Acid","St_Abundance","Sellimonas.sp..VE303.03",0.0868657819390025,"Secondary BA"
"Glycodeoxycholic Acid.Veillonella.sp..HF34.St_Abundance",-2.42754274876726,1.80279497569374,43,-1.34654399501702,0.185182327783443,"Glycodeoxycholic Acid","St_Abundance","Veillonella.sp..HF34",0.295556509256354,"Secondary BA"
"Glycodeoxycholic Acid.X.Clostridium..sp..VE303.04.St_Abundance",0.874666115641725,0.681932541565131,43,1.28262850403684,0.206493442464155,"Glycodeoxycholic Acid","St_Abundance","X.Clostridium..sp..VE303.04",0.320088556621992,"Secondary BA"
"Glycodeoxycholic Acid.Bifidobacterium.longum.St_Abundance",-0.866387035327318,0.94586685751193,43,-0.915971448250465,0.364790452558522,"Glycodeoxycholic Acid","St_Abundance","Bifidobacterium.longum",0.492099872243375,"Secondary BA"
"Glycodeoxycholic Acid.Veillonella.atypica.St_Abundance",-1.92624163431587,1.43214911521082,43,-1.34500075017141,0.185676265521625,"Glycodeoxycholic Acid","St_Abundance","Veillonella.atypica",0.29619785214164,"Secondary BA"
"Glycodeoxycholic Acid.Streptococcus.parasanguinis.St_Abundance",0.521129388099442,3.67522534809989,43,0.141795220358085,0.887904028524397,"Glycodeoxycholic Acid","St_Abundance","Streptococcus.parasanguinis",0.919793640114176,"Secondary BA"
"Glycodeoxycholic Acid.Veillonella.sp..MP19D1_02.09.St_Abundance",-1.55934070831777,1.64321593087806,43,-0.948956664194784,0.347945793728317,"Glycodeoxycholic Acid","St_Abundance","Veillonella.sp..MP19D1_02.09",0.474250338050548,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.sp..MP351A5.St_Abundance",-1.02290682282514,2.37354406583776,43,-0.430961799929381,0.668648918711863,"Glycodeoxycholic Acid","St_Abundance","Blautia.sp..MP351A5",0.761346725972818,"Secondary BA"
"Glycodeoxycholic Acid.Lactobacillus.fermentum.St_Abundance",-0.0711429172160445,1.74129062887596,43,-0.0408564291544879,0.967599470386366,"Glycodeoxycholic Acid","St_Abundance","Lactobacillus.fermentum",0.978017856077643,"Secondary BA"
"Glycodeoxycholic Acid.Streptomyces.flaveus.St_Abundance",4.60809995430382,18.2125898955684,43,0.253017279844702,0.801460585771292,"Glycodeoxycholic Acid","St_Abundance","Streptomyces.flaveus",0.859488608002524,"Secondary BA"
"Glycodeoxycholic Acid.Pediococcus.acidilactici.St_Abundance",-1.5815858675444,2.13618625950072,43,-0.740378260795508,0.463094209191528,"Glycodeoxycholic Acid","St_Abundance","Pediococcus.acidilactici",0.585395483876923,"Secondary BA"
"Glycodeoxycholic Acid.Lactobacillus.casei.St_Abundance",-6.43203291417182,15.6902357116543,43,-0.409938577875811,0.683886247949677,"Glycodeoxycholic Acid","St_Abundance","Lactobacillus.casei",0.774020120853831,"Secondary BA"
"Glycodeoxycholic Acid.Bifidobacterium.breve.St_Abundance",-0.479880151969272,1.35608026454573,43,-0.353872970882019,0.725163406730855,"Glycodeoxycholic Acid","St_Abundance","Bifidobacterium.breve",0.808082299392387,"Secondary BA"
"Glycodeoxycholic Acid.Lachnoclostridium.sp..MP429E6.St_Abundance",-0.441025230675763,1.29216443551616,43,-0.341307358842137,0.734534460910529,"Glycodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP429E6",0.813837454845477,"Secondary BA"
"Glycodeoxycholic Acid.Veillonella.dispar.St_Abundance",-1.43997007614886,4.2252375820244,43,-0.340802155664566,0.734912094551806,"Glycodeoxycholic Acid","St_Abundance","Veillonella.dispar",0.814009745506667,"Secondary BA"
"Glycodeoxycholic Acid.Veillonella.infantium.St_Abundance",-1.01586985750632,4.51539117532371,43,-0.224979369020778,0.823061085411984,"Glycodeoxycholic Acid","St_Abundance","Veillonella.infantium",0.874547360017194,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.sp..MP624D4_ig1.St_Abundance",-0.140874874233798,1.86363587414057,43,-0.0755914157848907,0.940094766382876,"Glycodeoxycholic Acid","St_Abundance","Blautia.sp..MP624D4_ig1",0.956149515713893,"Secondary BA"
"Glycodeoxycholic Acid.Sutterella.wadsworthensis.St_Abundance",-0.599034883583637,0.76880631959004,43,-0.779175285529739,0.440143789877375,"Glycodeoxycholic Acid","St_Abundance","Sutterella.wadsworthensis",0.565409398140857,"Secondary BA"
"Glycodeoxycholic Acid.Bacteroides.fragilis.St_Abundance",0.4024832317195,0.625194666574777,43,0.643772657122245,0.523141892924236,"Glycodeoxycholic Acid","St_Abundance","Bacteroides.fragilis",0.63667902654469,"Secondary BA"
"Glycodeoxycholic Acid.Flavonifractor.sp..VE303.08.St_Abundance",-0.723583210906634,0.689979872501971,43,-1.04870191109026,0.30017411311087,"Glycodeoxycholic Acid","St_Abundance","Flavonifractor.sp..VE303.08",0.42686710049284,"Secondary BA"
"Glycodeoxycholic Acid.Streptococcus.mutans.St_Abundance",-9.1477175361107,7.77655470206626,43,-1.17632009116841,0.245938305475526,"Glycodeoxycholic Acid","St_Abundance","Streptococcus.mutans",0.365666939625192,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.sp..HF17.St_Abundance",1.81412618579034,1.4716537664304,43,1.23271263062821,0.2243803321847,"Glycodeoxycholic Acid","St_Abundance","Blautia.sp..HF17",0.341040748272498,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.sp..CAG.257.St_Abundance",1.28918688582555,3.24672210976805,43,0.397073368843892,0.69327743456856,"Glycodeoxycholic Acid","St_Abundance","Blautia.sp..CAG.257",0.781760248798208,"Secondary BA"
"Glycodeoxycholic Acid.Eggerthella.sp..MP163B1.St_Abundance",2.79208943468569,4.25402611887505,43,0.656340454116449,0.515102252995742,"Glycodeoxycholic Acid","St_Abundance","Eggerthella.sp..MP163B1",0.630046010537792,"Secondary BA"
"Glycodeoxycholic Acid.Anaerostipes.sp..MP172A5.St_Abundance",12.8562800541576,4.02349329415656,43,3.19530296541792,0.00261698201820519,"Glycodeoxycholic Acid","St_Abundance","Anaerostipes.sp..MP172A5",0.0095367865955217,"Secondary BA"
"Glycodeoxycholic Acid.Streptococcus.sp..MP628A10_ig1.St_Abundance",-1.75806616528549,2.55917730112238,43,-0.686965363640279,0.495792965741739,"Glycodeoxycholic Acid","St_Abundance","Streptococcus.sp..MP628A10_ig1",0.613847999162823,"Secondary BA"
"Glycodeoxycholic Acid.Streptococcus.sp..MP494C11.St_Abundance",-0.184453950461723,2.47283941130705,43,-0.0745919648555858,0.940885306554949,"Glycodeoxycholic Acid","St_Abundance","Streptococcus.sp..MP494C11",0.956579399741141,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.hominis.St_Abundance",-1.22329949018764,2.58757424392622,43,-0.472759184807577,0.638775917820772,"Glycodeoxycholic Acid","St_Abundance","Blautia.hominis",0.7368658874045,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.marasmi.St_Abundance",-1.58933257075697,2.62664208020645,43,-0.605081515572175,0.548305011645843,"Glycodeoxycholic Acid","St_Abundance","Blautia.marasmi",0.658334484768725,"Secondary BA"
"Glycodeoxycholic Acid.Blautia.sp..MP87F8_2.St_Abundance",0.149287113111589,5.99635624472267,43,0.0248963048589675,0.980252855295374,"Glycodeoxycholic Acid","St_Abundance","Blautia.sp..MP87F8_2",0.986387103451164,"Secondary BA"
"Glycodeoxycholic Acid.Lactobacillus.paracasei.St_Abundance",-3.45705651381404,2.36582702287022,43,-1.46124652410975,0.151217348614129,"Glycodeoxycholic Acid","St_Abundance","Lactobacillus.paracasei",0.252631165269111,"Secondary BA"
