feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Parabacteroides	rec.TRT.combined	Placebo Bad	0.330451874916196	1.46922822979957	202	202	0.822667307163643	0.954446388008841
Pediococcus	rec.TRT.combined	Placebo Good	-0.244712860086496	0.986675955911171	202	202	0.804794877617917	0.954446388008841
Prevotella	VE303	VE303	-0.0545846385566346	0.217832429855479	202	202	0.802496272604696	0.954446388008841
Provencibacterium	rec.TRT.combined	VE303 Dosed Good	0.048842842904218	0.234412755685737	202	202	0.835590800068118	0.954446388008841
Pseudomonas	Abx.group_joined	Vanco_Metro	0.0290719352088081	0.108409736462948	202	202	0.78932689964059	0.954446388008841
Robinsoniella	rec.TRT.combined	Placebo Good	0.0788465314414957	0.375980610458761	202	202	0.834366995237108	0.954446388008841
Subdoligranulum	rec.TRT.combined	Placebo Bad	0.157620482504941	0.721334904162401	202	202	0.827546220424155	0.954446388008841
Oscillibacter	rec.TRT.combined	Placebo Bad	-0.0596402055696385	0.296747585702989	202	202	0.841210588052387	0.958799164876914
Citrobacter	rec.TRT.combined	VE303 Dosed Good	0.205755729943702	1.07037450728331	202	202	0.848067787038509	0.960482667564709
Colibacter	VE303	VE303	-0.0161595554928442	0.0862965381730097	202	202	0.851748780670591	0.960482667564709
Dorea	rec.TRT.combined	Placebo Bad	-0.128652960594135	0.681293180847631	202	202	0.850683578794108	0.960482667564709
Rothia	rec.TRT.combined	Placebo Bad	-0.113330760479339	0.576201260808067	202	202	0.844626673219529	0.960482667564709
Sutterella	rec.TRT.combined	Placebo Good	0.290804460118191	1.52904028949021	202	202	0.849694059020768	0.960482667564709
Dakarella	rec.TRT.combined	Placebo Bad	-0.0889999348336192	0.524630675034154	202	202	0.865754148711084	0.974203182201433
Coprobacter	rec.TRT.combined	Placebo Good	0.0562818239722517	0.343375805886798	202	202	0.870224415236973	0.975092896565742
Oscillibacter	rec.TRT.combined	Placebo Good	-0.0452346702722828	0.27240976645106	202	202	0.868524269842731	0.975092896565742
Selenomonas	rec.TRT.combined	VE303 Dosed Good	0.0854041865079998	0.529050492875589	202	202	0.872175750768288	0.97521761161855
Akkermansia	rec.TRT.combined	VE303 Dosed Good	-0.0956555196274961	0.614311769005857	202	202	0.876638501782361	0.976089088119015
Streptomyces	rec.TRT.combined	Placebo Good	0.0409125461475748	0.260425140841199	202	202	0.875561551015756	0.976089088119015
Absiella	VE303	VE303	-0.00975834043865014	0.0645991880333749	202	202	0.880120390444825	0.976532793777906
Alistipes	rec.TRT.combined	VE303 Dosed Good	0.0932416148889549	0.637574926151304	202	202	0.884131012898915	0.976532793777906
Collinsella	VE303	VE303	-0.00833529061876153	0.0580045991595808	202	202	0.885950740609134	0.976532793777906
Eggerthella	Abx.group_joined	Vanco_Metro	-0.0495638520602904	0.345181264830497	202	202	0.886249573221081	0.976532793777906
Phascolarctobacterium	VE303	VE303	-0.0149114254841755	0.099975928581638	202	202	0.88166689927046	0.976532793777906
Actinomyces	Abx.group_joined	Vanco_Metro	-0.0610056794227031	0.477235244871375	202	202	0.898653293144481	0.978491837239965
Eisenbergiella	rec.TRT.combined	Placebo Bad	0.0505133001225147	0.386152271758311	202	202	0.896211709017295	0.978491837239965
Escherichia	Abx.group_joined	Vanco_Metro	-0.117900041124361	0.96179945593657	202	202	0.902797185679892	0.978491837239965
Holdemania	rec.TRT.combined	Placebo Bad	0.0457223088979766	0.341179018699827	202	202	0.893697492648847	0.978491837239965
Megasphaera	rec.TRT.combined	VE303 Dosed Good	-0.109728321337494	0.884390675754448	202	202	0.90158434196938	0.978491837239965
Peptoniphilus	Abx.group_joined	Vanco_Metro	-0.0246068979075052	0.195096483811136	202	202	0.899969772740468	0.978491837239965
Streptococcus	rec.TRT.combined	VE303 Dosed Good	0.0951517710576614	0.719211541439192	202	202	0.895083779521922	0.978491837239965
Varibaculum	VE303	VE303	0.00277834577841827	0.02142107934103	202	202	0.897001361895553	0.978491837239965
Anaerotruncus	rec.TRT.combined	Placebo Bad	-0.0333496252848565	0.332831296778858	202	202	0.920400046225869	0.984793663653663
Candidatus.Stoquefichus	rec.TRT.combined	VE303 Dosed Good	0.0307852576070144	0.310305138011076	202	202	0.921204527074921	0.984793663653663
Gemmiger	rec.TRT.combined	Placebo Bad	0.0477645850775947	0.465266327578154	202	202	0.918476523307749	0.984793663653663
Hungatella	rec.TRT.combined	VE303 Dosed Good	-0.0883642717916675	0.823371975647233	202	202	0.914796409674708	0.984793663653663
Lachnotalea	rec.TRT.combined	Placebo Bad	-0.0484606219409682	0.475961216921501	202	202	0.919159962050552	0.984793663653663
Pseudomonas	rec.TRT.combined	Placebo Bad	0.0189814068544359	0.172432642153744	202	202	0.912605487246947	0.984793663653663
Robinsoniella	rec.TRT.combined	VE303 Dosed Good	0.0291567305577651	0.295460623164541	202	202	0.921618221079655	0.984793663653663
Faecalitalea	Abx.group_joined	Vanco_Metro	-0.0102585761084693	0.110080840576198	202	202	0.926005412627808	0.987490681474323
Absiella	rec.TRT.combined	Placebo Bad	-0.0270704704110087	0.306839127226696	202	202	0.929895151149521	0.988924241301427
Phascolarctobacterium	rec.TRT.combined	Placebo Bad	0.100989455153172	1.16379033475405	202	202	0.931081502659268	0.988924241301427
Varibaculum	rec.TRT.combined	Placebo Bad	-0.0202927546185614	0.2473542770302	202	202	0.934830611296622	0.99092044797442
Colibacter	Abx.group_joined	Vanco_Metro	0.0445753359411058	0.560032390888854	202	202	0.936783678861354	0.991008682228578
Akkermansia	rec.TRT.combined	Placebo Bad	0.0379406543735951	0.849063028123631	202	202	0.964463671531823	0.994485886988066
Butyricicoccus	rec.TRT.combined	Placebo Bad	-0.0227113810367688	0.379702899711229	202	202	0.952436592021839	0.994485886988066
Coprobacter	VE303	VE303	-0.0028594245020694	0.0429927242570109	202	202	0.947069825466894	0.994485886988066
Coprococcus	rec.TRT.combined	VE303 Dosed Good	0.023443356973205	0.420528605705994	202	202	0.955673957208621	0.994485886988066
Dielma	rec.TRT.combined	Placebo Bad	-0.0200256320371745	0.363376857164287	202	202	0.956193238752552	0.994485886988066
Faecalibacterium	rec.TRT.combined	Placebo Bad	0.0395990937034102	0.602531235159169	202	202	0.947749724966721	0.994485886988066
Holdemania	rec.TRT.combined	VE303 Dosed Good	0.0143106554664672	0.246529794160293	202	202	0.95384472061867	0.994485886988066
Mesosutterella	rec.TRT.combined	VE303 Dosed Good	0.015735967615446	0.322210008952445	202	202	0.96118169079519	0.994485886988066
Negativibacillus	rec.TRT.combined	Placebo Bad	0.0137398162715021	0.280505530629328	202	202	0.961047183447734	0.994485886988066
Provencibacterium	Abx.group_joined	Vanco_Metro	-0.0127129018086229	0.196082292304318	202	202	0.94854821424646	0.994485886988066
Provencibacterium	rec.TRT.combined	Placebo Bad	0.0170280522639686	0.327106618536245	202	202	0.958628746363941	0.994485886988066
Raoultella	Abx.group_joined	Vanco_Metro	-0.0233119708476949	0.49938989854661	202	202	0.962922741463629	0.994485886988066
Varibaculum	rec.TRT.combined	Placebo Good	0.0145244906367312	0.227320004902588	202	202	0.949221983669712	0.994485886988066
Bilophila	Abx.group_joined	Vanco_Metro	-0.0176142497733896	0.963010738868487	202	202	0.98545823110982	0.999798148976022
Cloacibacillus	rec.TRT.combined	Placebo Bad	0.00898530427090188	0.482888935122031	202	202	0.985205678630345	0.999798148976022
Colibacter	rec.TRT.combined	VE303 Dosed Good	0.0207980655985014	0.62480521507684	202	202	0.973533473146095	0.999798148976022
Dielma	rec.TRT.combined	Placebo Good	-0.0115974077674389	0.33388396358844	202	202	0.972381039044074	0.999798148976022
Haemophilus	Abx.group_joined	Vanco_Metro	0.00751071977397346	0.431422174826832	202	202	0.98615783253514	0.999798148976022
Morganella	Abx.group_joined	Vanco_Metro	-0.0137098259402104	0.647727543215672	202	202	0.983176192646509	0.999798148976022
Negativibacillus	rec.TRT.combined	Placebo Good	0.00479317464715286	0.256904680820715	202	202	0.985157928857125	0.999798148976022
Pseudoflavonifractor	rec.TRT.combined	Placebo Bad	-0.00938277258239175	0.556721339386101	202	202	0.986593267763131	0.999798148976022
Raoultella	VE303	VE303	0.00412982208469333	0.158008266689884	202	202	0.979184626136231	0.999798148976022
Cloacibacillus	rec.TRT.combined	Placebo Good	-0.00116535044598181	0.44407749582854	202	202	0.997913434268317	0.999999077085868
Coprobacillus	rec.TRT.combined	Placebo Bad	0.00564912892174187	0.66323932280974	202	202	0.993224071762519	0.999999077085868
Drancourtella	rec.TRT.combined	Placebo Good	0.0020750653349827	0.406902211012556	202	202	0.995943686750475	0.999999077085868
Mesosutterella	rec.TRT.combined	Placebo Good	0.00369186433519786	0.40906993993261	202	202	0.99282376063827	0.999999077085868
Mesosutterella	VE303	VE303	-0.000217639592474862	0.0201951000025821	202	202	0.991418532111647	0.999999077085868
Odoribacter	rec.TRT.combined	Placebo Bad	-3.10094768781287e-06	0.484363001283747	202	202	0.999994908582833	0.999999077085868
Pyramidobacter	VE303	VE303	-1.00425298102694e-13	7.9399516513133e-08	202	202	0.999999077085868	0.999999077085868
